auto	cars	engine							
0210	3	632-hp, 6.5-liter V-12 (premium)	661-hp, 6.5-liter V-12 (premium)	632-hp, 6.5-liter V-12 (premium) - 661-hp, 6.5-liter V-12 (premium)					
0215	3	375-hp, 5.0-liter V-8 (premium)	510-hp, 5.0-liter V-8 (premium)	375-hp, 5.0-liter V-8 (premium) - 510-hp, 5.0-liter V-8 (premium)					
0216	3	375-hp, 5.0-liter V-8 (premium)	510-hp, 5.0-liter V-8 (premium)	375-hp, 5.0-liter V-8 (premium) - 510-hp, 5.0-liter V-8 (premium)					
0217	3	375-hp, 5.0-liter V-8 (premium)	510-hp, 5.0-liter V-8 (premium)	375-hp, 5.0-liter V-8 (premium) - 510-hp, 5.0-liter V-8 (premium)					
0218	3	375-hp, 5.0-liter V-8 (premium)	510-hp, 5.0-liter V-8 (premium)	375-hp, 5.0-liter V-8 (premium) - 510-hp, 5.0-liter V-8 (premium)					
0244	3	357-hp, 4.6-liter V-8 (premium)	380-hp, 4.6-liter V-8 (premium)	357-hp, 4.6-liter V-8 (premium) - 380-hp, 4.6-liter V-8 (premium)					
0245	3	357-hp, 4.6-liter V-8 (premium)	380-hp, 4.6-liter V-8 (premium)	357-hp, 4.6-liter V-8 (premium) - 380-hp, 4.6-liter V-8 (premium)					
0253	3	268-hp, 3.7-liter V-6 (regular gas)	355-hp, 3.5-liter V-6 (premium)	268-hp, 3.7-liter V-6 (regular gas) - 355-hp, 3.5-liter V-6 (premium)					
0258	3	273-hp, 3.7-liter V-6 (regular gas)	355-hp, 3.5-liter V-6 (premium)	273-hp, 3.7-liter V-6 (regular gas) - 355-hp, 3.5-liter V-6 (premium)					
0259	3	273-hp, 3.7-liter V-6 (regular gas)	355-hp, 3.5-liter V-6 (premium)	273-hp, 3.7-liter V-6 (regular gas) - 355-hp, 3.5-liter V-6 (premium)					
0260	3	268-hp, 3.7-liter V-6 (regular gas)	355-hp, 3.5-liter V-6 (premium)	268-hp, 3.7-liter V-6 (regular gas) - 355-hp, 3.5-liter V-6 (premium)					
0267	3	189-hp, 1.8-liter I-4 (premium)	218-hp, 1.8-liter I-4 (premium)	189-hp, 1.8-liter I-4 (premium) - 218-hp, 1.8-liter I-4 (premium)					
0269	3	405-hp, 4.2-liter V-8 (premium)	433-hp, 4.7-liter V-8 (premium)	405-hp, 4.2-liter V-8 (premium) - 433-hp, 4.7-liter V-8 (premium)					
0273	3	543-hp, 5.5-liter V-12 (premium)	620-hp, 6.0-liter V-12 (premium)	543-hp, 5.5-liter V-12 (premium) - 620-hp, 6.0-liter V-12 (premium)					
0275	3	543-hp, 5.5-liter V-12 (premium)	620-hp, 6.0-liter V-12 (premium)	543-hp, 5.5-liter V-12 (premium) - 620-hp, 6.0-liter V-12 (premium)					
0277	3	161-hp, 2.5-liter I-4 (regular gas)	244-hp, 2.3-liter I-4 (premium)	161-hp, 2.5-liter I-4 (regular gas) - 244-hp, 2.3-liter I-4 (premium)					
0281	3	161-hp, 2.5-liter I-4 (regular gas)	244-hp, 2.3-liter I-4 (premium)	161-hp, 2.5-liter I-4 (regular gas) - 244-hp, 2.3-liter I-4 (premium)					
0283	3	148-hp, 2.0-liter I-4 (regular gas)	167-hp, 2.5-liter I-4 (regular gas)	148-hp, 2.0-liter I-4 (regular gas) - 167-hp, 2.5-liter I-4 (regular gas)					
0288	3	158-hp, 2.0-liter I-4 (premium)	167-hp, 2.0-liter I-4 (premium)	158-hp, 2.0-liter I-4 (premium) - 167-hp, 2.0-liter I-4 (premium)					
0289	3	158-hp, 2.0-liter I-4 (premium)	167-hp, 2.0-liter I-4 (premium)	158-hp, 2.0-liter I-4 (premium) - 167-hp, 2.0-liter I-4 (premium)					
0290	3	212-hp, 1.3-liter Rotary (premium)	232-hp, 1.3-liter Rotary (premium)	212-hp, 1.3-liter Rotary (premium) - 232-hp, 1.3-liter Rotary (premium)					
0291	3	212-hp, 1.3-liter Rotary (premium)	232-hp, 1.3-liter Rotary (premium)	212-hp, 1.3-liter Rotary (premium) - 232-hp, 1.3-liter Rotary (premium)					
0292	3	171-hp, 2.5-liter I-4 (regular gas)	240-hp, 3.0-liter V-6 (flexible; E85)	171-hp, 2.5-liter I-4 (regular gas) - 240-hp, 3.0-liter V-6 (flexible; E85)					
0293	3	171-hp, 2.5-liter I-4 (regular gas)	240-hp, 3.0-liter V-6 (flexible; E85)	171-hp, 2.5-liter I-4 (regular gas) - 240-hp, 3.0-liter V-6 (flexible; E85)					
0299	3	210-hp, 3.0-liter V-6 (diesel)	268-hp, 3.5-liter V-6 (premium)	210-hp, 3.0-liter V-6 (diesel) - 268-hp, 3.5-liter V-6 (premium)					
0304	3	382-hp, 5.5-liter V-8 (premium)	507-hp, 6.2-liter V-8 (premium)	382-hp, 5.5-liter V-8 (premium) - 507-hp, 6.2-liter V-8 (premium)					
0305	3	382-hp, 5.5-liter V-8 (premium)	507-hp, 6.2-liter V-8 (premium)	382-hp, 5.5-liter V-8 (premium) - 507-hp, 6.2-liter V-8 (premium)					
0306	3	382-hp, 5.5-liter V-8 (premium)	500-hp, 5.4-liter V-8 (premium)	382-hp, 5.5-liter V-8 (premium) - 500-hp, 5.4-liter V-8 (premium)					
0307	3	382-hp, 5.5-liter V-8 (premium)	500-hp, 5.4-liter V-8 (premium)	382-hp, 5.5-liter V-8 (premium) - 500-hp, 5.4-liter V-8 (premium)					
0313	3	210-hp, 3.0-liter V-6 (diesel)	268-hp, 3.5-liter V-6 (premium)	210-hp, 3.0-liter V-6 (diesel) - 268-hp, 3.5-liter V-6 (premium)					
0318	3	228-hp, 3.0-liter V-6 (premium)	300-hp, 3.5-liter V-6 (premium)	228-hp, 3.0-liter V-6 (premium) - 300-hp, 3.5-liter V-6 (premium)					
0322	3	175-hp, 2.5-liter I-4 (regular gas)	240-hp, 3.0-liter V-6 (flexible; E85)	175-hp, 2.5-liter I-4 (regular gas) - 240-hp, 3.0-liter V-6 (flexible; E85)					
0325	3	171-hp, 2.5-liter I-4 (regular gas)	240-hp, 3.0-liter V-6 (flexible; E85)	171-hp, 2.5-liter I-4 (regular gas) - 240-hp, 3.0-liter V-6 (flexible; E85)					
0326	3	171-hp, 2.5-liter I-4 (regular gas)	240-hp, 3.0-liter V-6 (flexible; E85)	171-hp, 2.5-liter I-4 (regular gas) - 240-hp, 3.0-liter V-6 (flexible; E85)					
0329	3	175-hp, 2.5-liter I-4 (regular gas)	240-hp, 3.0-liter V-6 (flexible; E85)	175-hp, 2.5-liter I-4 (regular gas) - 240-hp, 3.0-liter V-6 (flexible; E85)					
0331	3	210-hp, 4.0-liter V-6 (regular gas)	292-hp, 4.6-liter V-8 (regular gas)	210-hp, 4.0-liter V-6 (regular gas) - 292-hp, 4.6-liter V-8 (regular gas)					
0335	3	552-hp, 6.0-liter W-12 (premium)	600-hp, 6.0-liter W-12 (premium)	552-hp, 6.0-liter W-12 (premium) - 600-hp, 6.0-liter W-12 (premium)					
0336	3	552-hp, 6.0-liter W-12 (flexible; E85)	600-hp, 6.0-liter W-12 (flexible; E85)	552-hp, 6.0-liter W-12 (flexible; E85) - 600-hp, 6.0-liter W-12 (flexible; E85)					
0337	3	552-hp, 6.0-liter W-12 (premium)	600-hp, 6.0-liter W-12 (premium)	552-hp, 6.0-liter W-12 (premium) - 600-hp, 6.0-liter W-12 (premium)					
0339	3	552-hp, 6.0-liter W-12 (premium)	600-hp, 6.0-liter W-12 (premium)	552-hp, 6.0-liter W-12 (premium) - 600-hp, 6.0-liter W-12 (premium)					
0340	3	552-hp, 6.0-liter W-12 (flexible; E85)	600-hp, 6.0-liter W-12 (flexible; E85)	552-hp, 6.0-liter W-12 (flexible; E85) - 600-hp, 6.0-liter W-12 (flexible; E85)					
0354	3	162-hp, 2.4-liter I-4 (regular gas)	265-hp, 3.8-liter V-6 (premium)	162-hp, 2.4-liter I-4 (regular gas) - 265-hp, 3.8-liter V-6 (premium)					
0355	3	162-hp, 2.4-liter I-4 (regular gas)	265-hp, 3.8-liter V-6 (premium)	162-hp, 2.4-liter I-4 (regular gas) - 265-hp, 3.8-liter V-6 (premium)					
0358	3	155-hp, 2.4-liter I-4 (regular gas)	160-hp, 2.4-liter I-4 (regular gas)	155-hp, 2.4-liter I-4 (regular gas) - 160-hp, 2.4-liter I-4 (regular gas)					
0359	3	155-hp, 2.4-liter I-4 (regular gas)	160-hp, 2.4-liter I-4 (regular gas)	155-hp, 2.4-liter I-4 (regular gas) - 160-hp, 2.4-liter I-4 (regular gas)					
0366	3	168-hp, 2.4-liter I-4 (regular gas)	230-hp, 3.0-liter V-6 (premium)	168-hp, 2.4-liter I-4 (regular gas) - 230-hp, 3.0-liter V-6 (premium)					
0369	3	332-hp, 3.7-liter V-6 (premium)	350-hp, 3.7-liter V-6 (premium)	332-hp, 3.7-liter V-6 (premium) - 350-hp, 3.7-liter V-6 (premium)					
0375	3	317-hp, 5.6-liter V-8 (flexible; E85)	317-hp, 5.6-liter V-8 (regular gas)	317-hp, 5.6-liter V-8 (flexible; E85) - 317-hp, 5.6-liter V-8 (regular gas)					
0377	3	152-hp, 2.5-liter I-4 (regular gas)	261-hp, 4.0-liter V-6 (premium)	152-hp, 2.5-liter I-4 (regular gas) - 261-hp, 4.0-liter V-6 (premium)					
0378	3	152-hp, 2.5-liter I-4 (regular gas)	261-hp, 4.0-liter V-6 (regular gas)	152-hp, 2.5-liter I-4 (regular gas) - 261-hp, 4.0-liter V-6 (regular gas)					
0385	3	266-hp, 4.0-liter V-6 (premium)	310-hp, 5.6-liter V-8 (premium)	266-hp, 4.0-liter V-6 (premium) - 310-hp, 5.6-liter V-8 (premium)					
0386	3	266-hp, 4.0-liter V-6 (premium)	310-hp, 5.6-liter V-8 (premium)	266-hp, 4.0-liter V-6 (premium) - 310-hp, 5.6-liter V-8 (premium)					
0391	3	317-hp, 5.6-liter V-8 (flexible; E85)	317-hp, 5.6-liter V-8 (regular gas)	317-hp, 5.6-liter V-8 (flexible; E85) - 317-hp, 5.6-liter V-8 (regular gas)					
0392	3	317-hp, 5.6-liter V-8 (flexible; E85)	317-hp, 5.6-liter V-8 (regular gas)	317-hp, 5.6-liter V-8 (flexible; E85) - 317-hp, 5.6-liter V-8 (regular gas)					
0393	3	107-hp, 1.6-liter I-4 (regular gas)	122-hp, 1.8-liter I-4 (regular gas)	107-hp, 1.6-liter I-4 (regular gas) - 122-hp, 1.8-liter I-4 (regular gas)					
0394	3	107-hp, 1.6-liter I-4 (regular gas)	122-hp, 1.8-liter I-4 (regular gas)	107-hp, 1.6-liter I-4 (regular gas) - 122-hp, 1.8-liter I-4 (regular gas)					
0398	3	132-hp, 1.8-liter I-4 (regular gas)	158-hp, 2.4-liter I-4 (regular gas)	132-hp, 1.8-liter I-4 (regular gas) - 158-hp, 2.4-liter I-4 (regular gas)					
0401	3	400-hp, 4.8-liter V-8 (premium)	500-hp, 4.8-liter V-8 (premium)	400-hp, 4.8-liter V-8 (premium) - 500-hp, 4.8-liter V-8 (premium)					
0405	3	255-hp, 2.9-liter H-6 (premium)	310-hp, 3.4-liter H-6 (premium)	255-hp, 2.9-liter H-6 (premium) - 310-hp, 3.4-liter H-6 (premium)					
0407	3	265-hp, 2.9-liter H-6 (premium)	320-hp, 3.4-liter H-6 (premium)	265-hp, 2.9-liter H-6 (premium) - 320-hp, 3.4-liter H-6 (premium)					
0408	3	265-hp, 2.9-liter H-6 (premium)	320-hp, 3.4-liter H-6 (premium)	265-hp, 2.9-liter H-6 (premium) - 320-hp, 3.4-liter H-6 (premium)					
0416	3	220-hp, 2.0-liter I-4 (premium)	300-hp, 2.8-liter V-6 (regular gas)	220-hp, 2.0-liter I-4 (premium) - 300-hp, 2.8-liter V-6 (regular gas)					
0428	3	170-hp, 2.5-liter H-4 (regular gas)	256-hp, 3.6-liter H-6 (regular gas)	170-hp, 2.5-liter H-4 (regular gas) - 256-hp, 3.6-liter H-6 (regular gas)					
0429	3	170-hp, 2.5-liter H-4 (regular gas)	224-hp, 2.5-liter H-4 (premium)	170-hp, 2.5-liter H-4 (regular gas) - 224-hp, 2.5-liter H-4 (premium)					
0430	3	170-hp, 2.5-liter H-4 (regular gas)	224-hp, 2.5-liter H-4 (premium)	170-hp, 2.5-liter H-4 (regular gas) - 224-hp, 2.5-liter H-4 (premium)					
0432	3	170-hp, 2.5-liter H-4 (regular gas)	265-hp, 2.5-liter H-4 (premium)	170-hp, 2.5-liter H-4 (regular gas) - 265-hp, 2.5-liter H-4 (premium)					
0434	3	170-hp, 2.5-liter H-4 (regular gas)	256-hp, 3.6-liter H-6 (regular gas)	170-hp, 2.5-liter H-4 (regular gas) - 256-hp, 3.6-liter H-6 (regular gas)					
0444	3	240-hp, 3.0-liter I-6 (premium)	300-hp, 3.0-liter I-6 (premium)	240-hp, 3.0-liter I-6 (premium) - 300-hp, 3.0-liter I-6 (premium)					
0452	3	300-hp, 3.0-liter I-6 (premium)	320-hp, 3.0-liter I-6 (premium)	300-hp, 3.0-liter I-6 (premium) - 320-hp, 3.0-liter I-6 (premium)					
0456	3	300-hp, 3.0-liter I-6 (premium)	400-hp, 4.4-liter V-8 (premium)	300-hp, 3.0-liter I-6 (premium) - 400-hp, 4.4-liter V-8 (premium)					
0477	3	300-hp, 3.0-liter I-6 (premium)	400-hp, 4.4-liter V-8 (premium)	300-hp, 3.0-liter I-6 (premium) - 400-hp, 4.4-liter V-8 (premium)					
0479	3	255-hp, 3.0-liter I-6 (premium)	300-hp, 3.0-liter I-6 (premium)	255-hp, 3.0-liter I-6 (premium) - 300-hp, 3.0-liter I-6 (premium)					
0481	3	180-hp, 2.4-liter I-4 (regular gas)	185-hp, 2.4-liter I-4 (regular gas)	180-hp, 2.4-liter I-4 (regular gas) - 185-hp, 2.4-liter I-4 (regular gas)					
0482	3	152-hp, 2.5-liter I-4 (regular gas)	261-hp, 4.0-liter V-6 (premium)	152-hp, 2.5-liter I-4 (regular gas) - 261-hp, 4.0-liter V-6 (premium)					
0483	3	152-hp, 2.5-liter I-4 (regular gas)	261-hp, 4.0-liter V-6 (premium)	152-hp, 2.5-liter I-4 (regular gas) - 261-hp, 4.0-liter V-6 (premium)					
0484	3	166-hp, 2.4-liter I-4 (regular gas)	230-hp, 3.2-liter V-6 (regular gas)	166-hp, 2.4-liter I-4 (regular gas) - 230-hp, 3.2-liter V-6 (regular gas)					
0486	3	180-hp, 2.4-liter I-4 (regular gas)	185-hp, 2.4-liter I-4 (regular gas)	180-hp, 2.4-liter I-4 (regular gas) - 185-hp, 2.4-liter I-4 (regular gas)					
0487	3	148-hp, 2.0-liter I-4 (regular gas)	150-hp, 2.0-liter I-4 (regular gas)	148-hp, 2.0-liter I-4 (regular gas) - 150-hp, 2.0-liter I-4 (regular gas)					
0488	3	148-hp, 2.0-liter I-4 (regular gas)	150-hp, 2.0-liter I-4 (regular gas)	148-hp, 2.0-liter I-4 (regular gas) - 150-hp, 2.0-liter I-4 (regular gas)					
0491	3	157-hp, 2.7-liter I-4 (regular gas)	270-hp, 4.0-liter V-6 (regular gas)	157-hp, 2.7-liter I-4 (regular gas) - 270-hp, 4.0-liter V-6 (regular gas)					
0496	3	187-hp, 2.7-liter I-4 (regular gas)	266-hp, 3.5-liter V-6 (regular gas)	187-hp, 2.7-liter I-4 (regular gas) - 266-hp, 3.5-liter V-6 (regular gas)					
0501	3	132-hp, 1.8-liter I-4 (regular gas)	158-hp, 2.4-liter I-4 (regular gas)	132-hp, 1.8-liter I-4 (regular gas) - 158-hp, 2.4-liter I-4 (regular gas)					
0504	3	187-hp, 2.7-liter I-4 (regular gas)	270-hp, 3.5-liter V-6 (regular gas)	187-hp, 2.7-liter I-4 (regular gas) - 270-hp, 3.5-liter V-6 (regular gas)					
0505	3	187-hp, 2.7-liter I-4 (regular gas)	270-hp, 3.5-liter V-6 (regular gas)	187-hp, 2.7-liter I-4 (regular gas) - 270-hp, 3.5-liter V-6 (regular gas)					
0510	3	132-hp, 1.8-liter I-4 (regular gas)	158-hp, 2.4-liter I-4 (regular gas)	132-hp, 1.8-liter I-4 (regular gas) - 158-hp, 2.4-liter I-4 (regular gas)					
0512	3	179-hp, 2.5-liter I-4 (regular gas)	269-hp, 3.5-liter V-6 (regular gas)	179-hp, 2.5-liter I-4 (regular gas) - 269-hp, 3.5-liter V-6 (regular gas)					
0513	3	179-hp, 2.5-liter I-4 (regular gas)	269-hp, 3.5-liter V-6 (regular gas)	179-hp, 2.5-liter I-4 (regular gas) - 269-hp, 3.5-liter V-6 (regular gas)					
0517	3	159-hp, 2.7-liter I-4 (regular gas)	236-hp, 4.0-liter V-6 (regular gas)	159-hp, 2.7-liter I-4 (regular gas) - 236-hp, 4.0-liter V-6 (regular gas)					
0518	3	159-hp, 2.7-liter I-4 (regular gas)	236-hp, 4.0-liter V-6 (regular gas)	159-hp, 2.7-liter I-4 (regular gas) - 236-hp, 4.0-liter V-6 (regular gas)					
0521	3	182-hp, 2.7-liter I-4 (regular gas)	268-hp, 3.5-liter V-6 (regular gas)	182-hp, 2.7-liter I-4 (regular gas) - 268-hp, 3.5-liter V-6 (regular gas)					
0522	3	182-hp, 2.7-liter I-4 (regular gas)	268-hp, 3.5-liter V-6 (regular gas)	182-hp, 2.7-liter I-4 (regular gas) - 268-hp, 3.5-liter V-6 (regular gas)					
0526	3	140-hp, 2.0-liter I-4 (diesel)	170-hp, 2.5-liter I-5 (regular gas)	140-hp, 2.0-liter I-4 (diesel) - 170-hp, 2.5-liter I-5 (regular gas)					
0529	3	225-hp, 3.0-liter V-6 (diesel)	280-hp, 3.6-liter V-6 (premium)	225-hp, 3.0-liter V-6 (diesel) - 280-hp, 3.6-liter V-6 (premium)					
0531	3	200-hp, 2.0-liter I-4 (premium)	280-hp, 3.6-liter V-6 (premium)	200-hp, 2.0-liter I-4 (premium) - 280-hp, 3.6-liter V-6 (premium)					
0534	3	140-hp, 2.0-liter I-4 (diesel)	170-hp, 2.5-liter I-5 (regular gas)	140-hp, 2.0-liter I-4 (diesel) - 170-hp, 2.5-liter I-5 (regular gas)					
0539	3	197-hp, 3.8-liter V-6 (regular gas)	251-hp, 4.0-liter V-6 (regular gas)	197-hp, 3.8-liter V-6 (regular gas) - 251-hp, 4.0-liter V-6 (regular gas)					
0542	3	225-hp, 3.0-liter V-6 (diesel)	280-hp, 3.6-liter V-6 (premium)	225-hp, 3.0-liter V-6 (diesel) - 280-hp, 3.6-liter V-6 (premium)					
0549	3	168-hp, 2.4-liter I-5 (premium)	227-hp, 2.5-liter I-5 (premium)	168-hp, 2.4-liter I-5 (premium) - 227-hp, 2.5-liter I-5 (premium)					
0553	3	168-hp, 2.4-liter I-5 (premium)	227-hp, 2.5-liter I-5 (premium)	168-hp, 2.4-liter I-5 (premium) - 227-hp, 2.5-liter I-5 (premium)					
0555	3	225-hp, 3.2-liter I-6 (premium)	235-hp, 3.2-liter I-6 (premium)	225-hp, 3.2-liter I-6 (premium) - 235-hp, 3.2-liter I-6 (premium)					
0559	3	235-hp, 3.2-liter I-6 (premium)	311-hp, 4.4-liter V-8 (premium)	235-hp, 3.2-liter I-6 (premium) - 311-hp, 4.4-liter V-8 (premium)					
0561	3	182-hp, 2.4-liter I-4 (regular gas)	220-hp, 2.0-liter I-4 (flexible; E85)	182-hp, 2.4-liter I-4 (regular gas) - 220-hp, 2.0-liter I-4 (flexible; E85)					
0565	3	182-hp, 2.4-liter I-4 (regular gas)	280-hp, 3.6-liter V-6 (regular gas)	182-hp, 2.4-liter I-4 (regular gas) - 280-hp, 3.6-liter V-6 (regular gas)					
0567	3	227-hp, 3.9-liter V-6 (flexible; E85)	292-hp, 4.6-liter V-8 (regular gas)	227-hp, 3.9-liter V-6 (flexible; E85) - 292-hp, 4.6-liter V-8 (regular gas)					
0568	3	270-hp, 3.0-liter V-6 (regular gas)	304-hp, 3.6-liter V-6 (regular gas)	270-hp, 3.0-liter V-6 (regular gas) - 304-hp, 3.6-liter V-6 (regular gas)					
0569	3	265-hp, 3.0-liter V-6 (regular gas)	300-hp, 2.8-liter V-6 (regular gas)	265-hp, 3.0-liter V-6 (regular gas) - 300-hp, 2.8-liter V-6 (regular gas)					
0570	3	270-hp, 3.0-liter V-6 (regular gas)	304-hp, 3.6-liter V-6 (regular gas)	270-hp, 3.0-liter V-6 (regular gas) - 304-hp, 3.6-liter V-6 (regular gas)					
0571	3	275-hp, 4.6-liter V-8 (regular gas)	292-hp, 4.6-liter V-8 (regular gas)	275-hp, 4.6-liter V-8 (regular gas) - 292-hp, 4.6-liter V-8 (regular gas)					
0572	3	275-hp, 4.6-liter V-8 (regular gas)	292-hp, 4.6-liter V-8 (regular gas)	275-hp, 4.6-liter V-8 (regular gas) - 292-hp, 4.6-liter V-8 (regular gas)					
0581	3	265-hp, 3.0-liter V-6 (regular gas)	300-hp, 2.8-liter V-6 (regular gas)	265-hp, 3.0-liter V-6 (regular gas) - 300-hp, 2.8-liter V-6 (regular gas)					
0582	3	302-hp, 3.6-liter V-6 (regular gas)	320-hp, 4.6-liter V-8 (regular gas)	302-hp, 3.6-liter V-6 (regular gas) - 320-hp, 4.6-liter V-8 (regular gas)					
0585	3	136-hp, 1.8-liter I-4 (regular gas)	138-hp, 1.4-liter I-4 (regular gas)	136-hp, 1.8-liter I-4 (regular gas) - 138-hp, 1.4-liter I-4 (regular gas)					
0587	3	182-hp, 2.4-liter I-4 (regular gas)	264-hp, 3.0-liter V-6 (regular gas)	182-hp, 2.4-liter I-4 (regular gas) - 264-hp, 3.0-liter V-6 (regular gas)					
0595	3	155-hp, 2.2-liter I-4 (regular gas)	260-hp, 2.0-liter I-4 (premium)	155-hp, 2.2-liter I-4 (regular gas) - 260-hp, 2.0-liter I-4 (premium)					
0600	3	182-hp, 2.4-liter I-4 (regular gas)	264-hp, 3.0-liter V-6 (flexible; E85)	182-hp, 2.4-liter I-4 (regular gas) - 264-hp, 3.0-liter V-6 (flexible; E85)					
0601	3	195-hp, 4.3-liter V-6 (regular gas)	310-hp, 5.3-liter V-8 (flexible; E85)	195-hp, 4.3-liter V-6 (regular gas) - 310-hp, 5.3-liter V-8 (flexible; E85)					
0602	3	195-hp, 4.3-liter V-6 (regular gas)	310-hp, 5.3-liter V-8 (flexible; E85)	195-hp, 4.3-liter V-6 (regular gas) - 310-hp, 5.3-liter V-8 (flexible; E85)					
0608	3	155-hp, 2.2-liter I-4 (flexible; E85)	172-hp, 2.4-liter I-4 (flexible; E85)	155-hp, 2.2-liter I-4 (flexible; E85) - 172-hp, 2.4-liter I-4 (flexible; E85)					
0610	3	211-hp, 3.5-liter V-6 (flexible; E85)	230-hp, 3.9-liter V-6 (flexible; E85)	211-hp, 3.5-liter V-6 (flexible; E85) - 230-hp, 3.9-liter V-6 (flexible; E85)					
0611	3	169-hp, 2.4-liter I-4 (regular gas)	252-hp, 3.6-liter V-6 (regular gas)	169-hp, 2.4-liter I-4 (regular gas) - 252-hp, 3.6-liter V-6 (regular gas)					
0612	3	169-hp, 2.4-liter I-4 (regular gas)	252-hp, 3.6-liter V-6 (regular gas)	169-hp, 2.4-liter I-4 (regular gas) - 252-hp, 3.6-liter V-6 (regular gas)					
0625	3	281-hp, 3.6-liter V-6 (regular gas)	288-hp, 3.6-liter V-6 (regular gas)	281-hp, 3.6-liter V-6 (regular gas) - 288-hp, 3.6-liter V-6 (regular gas)					
0626	3	281-hp, 3.6-liter V-6 (regular gas)	288-hp, 3.6-liter V-6 (regular gas)	281-hp, 3.6-liter V-6 (regular gas) - 288-hp, 3.6-liter V-6 (regular gas)					
0627	3	173-hp, 2.4-liter I-4 (regular gas)	283-hp, 3.6-liter V-6 (flexible; E85)	173-hp, 2.4-liter I-4 (regular gas) - 283-hp, 3.6-liter V-6 (flexible; E85)					
0629	3	178-hp, 2.7-liter V-6 (regular gas)	250-hp, 3.5-liter V-6 (regular gas)	178-hp, 2.7-liter V-6 (regular gas) - 250-hp, 3.5-liter V-6 (regular gas)					
0630	3	360-hp, 5.7-liter V-8 (regular gas)	425-hp, 6.1-liter V-8 (premium)	360-hp, 5.7-liter V-8 (regular gas) - 425-hp, 6.1-liter V-8 (premium)					
0634	3	350-hp, 6.7-liter I-6 (diesel)	383-hp, 5.7-liter V-8 (regular gas)	350-hp, 6.7-liter I-6 (diesel) - 383-hp, 5.7-liter V-8 (regular gas)					
0637	3	173-hp, 2.4-liter I-4 (regular gas)	283-hp, 3.6-liter V-6 (flexible; E85)	173-hp, 2.4-liter I-4 (regular gas) - 283-hp, 3.6-liter V-6 (flexible; E85)					
0638	3	158-hp, 2.0-liter I-4 (regular gas)	172-hp, 2.4-liter I-4 (regular gas)	158-hp, 2.0-liter I-4 (regular gas) - 172-hp, 2.4-liter I-4 (regular gas)					
0639	3	158-hp, 2.0-liter I-4 (regular gas)	172-hp, 2.4-liter I-4 (regular gas)	158-hp, 2.0-liter I-4 (regular gas) - 172-hp, 2.4-liter I-4 (regular gas)					
0642	3	292-hp, 3.6-liter V-6 (flexible; E85)	368-hp, 5.7-liter V-8 (regular gas)	292-hp, 3.6-liter V-6 (flexible; E85) - 368-hp, 5.7-liter V-8 (regular gas)					
0643	3	210-hp, 3.7-liter V-6 (regular gas)	302-hp, 4.7-liter V-8 (flexible; E85)	210-hp, 3.7-liter V-6 (regular gas) - 302-hp, 4.7-liter V-8 (flexible; E85)					
0644	3	210-hp, 3.7-liter V-6 (regular gas)	302-hp, 4.7-liter V-8 (flexible; E85)	210-hp, 3.7-liter V-6 (regular gas) - 302-hp, 4.7-liter V-8 (flexible; E85)					
0648	3	173-hp, 2.4-liter I-4 (regular gas)	235-hp, 3.5-liter V-6 (regular gas)	173-hp, 2.4-liter I-4 (regular gas) - 235-hp, 3.5-liter V-6 (regular gas)					
0650	3	210-hp, 3.7-liter V-6 (regular gas)	260-hp, 4.0-liter V-6 (regular gas)	210-hp, 3.7-liter V-6 (regular gas) - 260-hp, 4.0-liter V-6 (regular gas)					
0651	3	210-hp, 3.7-liter V-6 (regular gas)	260-hp, 4.0-liter V-6 (regular gas)	210-hp, 3.7-liter V-6 (regular gas) - 260-hp, 4.0-liter V-6 (regular gas)					
0654	3	350-hp, 6.7-liter I-6 (diesel)	383-hp, 5.7-liter V-8 (regular gas)	350-hp, 6.7-liter I-6 (diesel) - 383-hp, 5.7-liter V-8 (regular gas)					
0000	1	300-hp, 3.7-liter V-6 (premium)							
0001	1	240-hp, 2.3-liter I-4 (premium)							
0003	1	300-hp, 3.7-liter V-6 (premium)							
0004	1	300-hp, 3.7-liter V-6 (premium)							
0005	1	240-hp, 2.3-liter I-4 (premium)							
0006	1	300-hp, 3.7-liter V-6 (premium)							
0010	1	470-hp, 6.0-liter V-12 (premium)							
0011	1	470-hp, 6.0-liter V-12 (premium)							
0012	1	510-hp, 6.0-liter V-12 (premium)							
0013	1	470-hp, 6.0-liter V-12 (premium)							
0014	1	420-hp, 4.7-liter V-8 (premium)							
0015	1	570-hp, 4.5-liter V-8 (premium)							
0016	1	453-hp, 4.3-liter V-8 (premium)							
0017	1	612-hp, 6.0-liter V-12 (premium)							
0018	1	120-hp, 1.6-liter I-4 (regular gas)							
0019	1	156-hp, 2.5-liter I-4 (gas hybrid)							
0020	1	136-hp, 2.0-liter I-4 (regular gas)							
0025	1	400-hp, 6.7-liter V-8 (diesel)							
0036	1	285-hp, 3.5-liter V-6 (regular gas)							
0039	1	155-hp, 2.5-liter I-4 (gas hybrid)							
0040	1	153-hp, 2.5-liter I-4 (gas hybrid)							
0041	1	310-hp, 5.4-liter V-8 (flexible; E85)							
0042	1	310-hp, 5.4-liter V-8 (flexible; E85)							
0043	1	310-hp, 5.4-liter V-8 (flexible; E85)							
0044	1	310-hp, 5.4-liter V-8 (flexible; E85)							
0051	1	350-hp, 6.4-liter V-8 (diesel)							
