movie	allmovie	genre					
1368	1	Fantasy					
1381	1	Western					
1382	1	Western					
1383	1	Western					
1384	1	Western					
1385	1	Western					
1386	1	Western					
1387	1	Western					
1388	1	Western					
1389	1	Western					
1390	1	Western					
1391	1	Western					
1392	1	Western					
1393	1	Western					
1395	1	Western					
1397	1	Western					
1398	1	Western					
1399	1	War					
1400	1	War					
1402	1	War					
1403	1	War					
1404	1	War					
1405	1	War					
1407	1	War					
1408	1	War					
1415	1	War					
1417	1	War					
1418	1	War					
1420	1	War					
1421	1	War					
1422	1	Horror					
1423	1	Horror					
1424	1	Horror					
1427	1	Horror					
1429	1	Horror					
1430	1	Horror					
1432	1	Horror					
1434	1	Horror					
1435	1	Horror					
1438	1	Horror					
1440	1	Horror					
1442	1	Horror					
1443	1	Horror					
1444	1	Horror					
1445	1	Horror					
1448	1	Horror					
1450	1	Horror					
1451	1	Horror					
1452	1	Horror					
1454	1	Horror					
1455	1	Horror					
1457	1	Horror					
1458	1	Horror					
1459	1	Horror					
1461	1	Horror					
1462	1	Horror					
1463	1	Horror					
1464	1	Horror					
1465	1	Horror					
1467	1	Horror					
1468	1	Horror					
1469	1	Horror					
1470	1	Horror					
1472	1	Horror					
1475	1	Horror					
1477	1	Horror					
1479	1	Horror					
1480	1	Horror					
1482	1	Horror					
1484	1	Horror					
1486	1	Horror					
1487	1	Horror					
1488	1	Horror					
1489	1	Thriller					
1490	1	Thriller					
1491	1	Thriller					
1492	1	Thriller					
1493	1	Thriller					
1494	1	Thriller					
1495	1	Thriller					
1497	1	Thriller					
1500	1	Thriller					
1501	1	Thriller					
1502	1	Thriller					
1503	1	Thriller					
1504	1	Thriller					
1505	1	Thriller					
1506	1	Thriller					
1507	1	Thriller					
1508	1	Thriller					
1510	1	Thriller					
1512	1	Thriller					
1513	1	Thriller					
1514	1	Thriller					
1516	1	Thriller					
1518	1	Thriller					
1519	1	Thriller					
1521	1	Thriller					
1523	1	Thriller					
1525	1	Thriller					
1527	1	Thriller					
1528	1	Thriller					
1529	1	Thriller					
1530	1	Thriller					
1531	1	Thriller					
1532	1	Thriller					
1533	1	Thriller					
1534	1	Thriller					
1537	1	Thriller					
1538	1	Thriller					
1540	1	Thriller					
1542	1	Thriller					
1543	1	Thriller					
1544	1	Thriller					
1545	1	Thriller					
1547	1	Thriller					
1548	1	Thriller					
1549	1	Thriller					
1552	1	Thriller					
1554	1	Thriller					
1555	1	Thriller					
1557	1	Thriller					
1558	1	Thriller					
1559	1	Thriller					
1560	1	Thriller					
1561	1	Thriller					
1562	1	Thriller					
1564	1	Thriller					
1567	1	Thriller					
1568	1	Thriller					
1569	1	Thriller					
1570	1	Thriller					
1571	1	Thriller					
1572	1	Thriller					
1573	1	Comedy Drama					
1574	1	Avant-garde / Experimental					
1575	1	Comedy Drama					
1576	1	Drama					
1578	1	Drama					
1579	1	Film, TV & Radio [nf]					
1580	1	Comedy Drama					
1581	1	Drama					
1582	1	Drama					
1584	1	Drama					
1585	1	Comedy Drama					
1586	1	Drama					
1587	1	Comedy Drama					
1588	1	Drama					
1590	1	Science Fiction					
1591	1	Comedy Drama					
1592	1	Comedy Drama					
1593	1	Drama					
1594	1	Drama					
1595	1	Comedy Drama					
1596	1	Drama					
1597	1	Drama					
1598	1	Comedy Drama					
1599	1	Comedy Drama					
1600	1	Drama					
1602	1	War					
1603	1	Drama					
1604	1	Comedy					
1605	1	Comedy Drama					
1606	1	Historical Film					
1607	1	Drama					
1608	1	Comedy					
1609	1	Adventure					
1626	1	Science Fiction					
1629	1	Science Fiction					
1630	1	Science Fiction					
1631	1	Science Fiction					
1636	1	Science Fiction					
1640	1	Science Fiction					
1641	1	Science Fiction					
1642	1	Science Fiction					
1643	1	Science Fiction					
1644	1	Science Fiction					
1645	1	Science Fiction					
1647	1	Science Fiction					
1649	1	Science Fiction					
1651	1	Science Fiction					
1652	1	Science Fiction					
1653	1	Science Fiction					
1659	1	Science Fiction					
1661	1	Science Fiction					
1663	1	Science Fiction					
1665	1	Science Fiction					
1671	1	Science Fiction					
1672	1	Comedy					
1673	1	Comedy Drama					
1674	1	Drama					
1675	1	Thriller					
1676	1	Comedy Drama					
1677	1	Comedy Drama					
1678	1	Comedy					
1679	1	Drama					
1680	1	Drama					
1682	1	Drama					
1683	1	Comedy Drama					
1684	1	Drama					
1685	1	Drama					
1686	1	Comedy					
1687	1	Comedy					
1688	1	Avant-garde / Experimental					
1689	1	Drama					
1691	1	Drama					
1692	1	Comedy Drama					
1693	1	Drama					
1694	1	Comedy Drama					
1695	1	Musical					
1697	1	Musical					
1698	1	Musical					
1699	1	Musical					
1701	1	Musical					
1702	1	Musical					
1703	1	Musical					
1706	1	Musical					
1707	1	Musical					
1713	1	Drama					
1714	1	Drama					
1715	1	Comedy Drama					
1716	1	Drama					
1717	1	Drama					
1718	1	Drama					
1719	1	Comedy Drama					
1720	1	Comedy					
1721	1	Drama					
1722	1	Mystery					
1724	1	Drama					
1725	1	Drama					
1729	1	Drama					
1730	1	Comedy Drama					
1731	1	Drama					
1732	1	Drama					
1733	1	Drama					
1734	1	Comedy					
1735	1	Comedy Drama					
1736	1	Drama					
1738	1	Drama					
1739	1	Drama					
1740	1	Comedy					
1741	1	Comedy Drama					
1742	1	Drama					
1743	1	Drama					
1744	1	Comedy					
1746	1	Drama					
1748	1	Drama					
1749	1	Drama					
1750	1	Drama					
1751	1	Comedy Drama					
1752	1	Comedy					
1753	1	Avant-garde / Experimental					
1755	1	Comedy Drama					
1756	1	Comedy					
1757	1	Comedy					
1759	1	Comedy Drama					
1760	1	Drama					
1761	1	Comedy Drama					
1762	1	Drama					
1763	1	Drama					
1764	1	Drama					
1765	1	Comedy					
1766	1	Comedy Drama					
1767	1	Drama					
1768	1	Drama					
1769	1	Drama					
1770	1	Drama					
1772	1	Drama					
1773	1	Romance					
1774	1	Comedy Drama					
1775	1	Drama					
1778	1	Drama					
1779	1	Comedy Drama					
1780	1	Crime					
1781	1	Horror					
1782	1	Drama					
1783	1	Drama					
1784	1	Drama					
1785	1	Comedy					
1787	1	Drama					
1788	1	Drama					
1789	1	Drama					
1791	1	Musical					
1792	1	Drama					
1793	1	Comedy					
1794	1	Crime					
1795	1	Comedy Drama					
1798	1	Drama					
1799	1	Drama					
1800	1	Drama					
1801	1	Comedy Drama					
1802	1	Drama					
1803	1	Comedy					
1804	1	Comedy					
1809	1	Romance					
1810	1	Comedy Drama					
1811	1	Comedy					
1812	1	Comedy					
1813	1	Horror					
1814	1	Horror					
1815	1	Comedy Drama					
1817	1	History [nf]					
1818	1	History [nf]					
1819	3	Music	Culture & Society [nf]	Music - Culture & Society [nf]			
1820	1	Comedy Drama					
1821	1	Comedy Drama					
1822	1	Comedy Drama					
1823	1	Drama					
1824	1	Comedy Drama					
1826	1	Mystery					
1827	1	Mystery					
1828	1	Mystery					
1829	1	Mystery					
1830	1	Mystery					
1831	1	Mystery					
1833	1	Mystery					
1834	1	Mystery					
1835	1	Mystery					
1836	1	Mystery					
1837	1	Mystery					
1838	1	Mystery					
1839	1	Mystery					
1841	1	Mystery					
1844	1	Mystery					
1845	1	Mystery					
1846	1	Mystery					
1848	1	Mystery					
1851	1	Mystery					
1852	1	Mystery					
1853	1	Mystery					
1855	1	Mystery					
1860	1	Mystery					
1863	1	Mystery					
1864	1	Comedy					
1865	1	Crime					
1866	1	Drama					
1867	1	Drama					
1868	1	Comedy Drama					
1869	1	Drama					
1870	1	Drama					
1871	1	Comedy					
1872	1	Comedy Drama					
1873	1	Drama					
1874	1	Comedy Drama					
1875	1	Comedy Drama					
1877	1	Drama					
1878	1	Drama					
1879	1	Western					
1880	1	Western					
1881	1	Western					
1882	1	Western					
1883	1	Western					
1884	1	Western					
1886	1	Western					
1888	1	Western					
1889	1	Western					
1890	1	Western					
1892	1	Western					
1893	1	Western					
1894	1	Western					
1895	1	Western					
1896	1	Western					
1897	1	Western					
1901	1	Western					
1902	1	Western					
1903	1	Western					
1904	1	Western					
1906	1	Western					
1907	1	Western					
1908	1	Western					
1909	1	Western					
1910	1	Western					
1912	1	Western					
1913	1	Western					
1914	1	Western					
1915	1	Western					
1917	1	Western					
1918	1	Western					
1919	1	Western					
1920	1	Western					
1921	1	Western					
1923	1	Western					
1924	1	Western					
1926	1	Western					
1928	1	Western					
1931	1	Western					
1932	1	Western					
1933	1	Western					
1934	1	Western					
1935	1	Western					
1936	1	Western					
1937	1	Western					
1940	1	Western					
1941	1	Western					
1957	1	Romance					
1974	1	Comedy Drama					
1982	1	Romance					
1997	1	Drama					
1690	0	<NULL>					
1816	1	Music					
