movie	hollywood	genre					
1836	1	Drama					
1838	1	Thriller					
1839	1	Horror					
1842	1	Comedy					
1843	1	Drama					
1844	1	Culture & society					
1845	1	Drama					
1846	1	Action					
1847	1	Drama					
1849	1	Drama					
1850	1	Thriller					
1851	1	Drama					
1852	1	Spirituality & philosophy					
1853	1	Horror					
1854	1	Drama					
1855	1	Thriller					
1856	1	Spirituality & philosophy					
1857	1	Drama					
1859	1	Culture & society					
1864	1	Culture & society					
1868	1	Comedy					
1869	1	Comedy					
1870	1	Drama					
1871	1	Drama					
1872	1	Comedy drama					
1873	1	Children's/family					
1874	1	Crime					
1875	1	Drama					
1876	1	Sports & recreation					
1877	1	Drama					
1878	1	Horror					
1880	1	Crime					
1881	1	Comedy drama					
1882	1	Action					
1884	1	Comedy					
1885	1	Drama					
1886	1	Crime					
1887	1	Drama					
1888	1	Comedy					
1890	1	Comedy					
1892	1	Drama					
1893	1	Adventure					
1894	1	Thriller					
1895	1	Drama					
1896	1	Comedy					
1899	1	Drama					
1901	1	Comedy drama					
1902	1	Epic					
1903	1	Romance					
1904	1	Culture & society					
1905	1	Comedy					
1907	1	Action					
1909	1	Thriller					
1911	1	Culture & society					
1912	1	History					
1915	1	Comedy					
1916	1	Comedy					
1917	1	Horror					
1918	1	Drama					
1919	1	Adventure					
1920	1	Drama					
1922	1	Comedy					
1924	1	Horror					
1925	1	Dance					
1930	1	Drama					
1933	1	Thriller					
1934	1	Comedy drama					
1935	1	Culture & society					
1936	1	Comedy					
1937	1	Horror					
1939	1	Drama					
1940	1	Horror					
1941	1	Science fiction					
1942	1	Thriller					
1943	1	Drama					
1946	1	Comedy					
1947	1	Drama					
1950	1	Drama					
1951	1	Culture & society					
1952	1	Comedy drama					
1953	1	Western					
1955	1	Comedy					
1956	1	Action					
1957	1	Drama					
1960	1	Western					
1961	1	Science fiction					
1962	1	Drama					
1963	1	Drama					
1964	1	Drama					
1965	1	Comedy					
1966	1	Action					
1967	1	Adventure					
1968	1	Crime					
1969	1	Drama					
1970	1	Action					
1972	1	Comedy drama					
1973	1	Action					
1974	1	Horror					
1975	1	Thriller					
1976	1	Horror					
1979	1	Horror					
1981	1	Crime					
1982	1	Comedy drama					
1984	1	Comedy drama					
1985	1	Comedy					
1986	1	Drama					
1987	1	Comedy					
1988	1	Comedy					
1989	1	Drama					
1991	1	Musical					
1996	1	History					
1997	1	Nature					
1998	1	Comedy drama					
1999	1	Historical film					
