movie	msn	genre				
0801	1	Action				
0802	1	Documentary				
0807	1	Comedy				
0808	1	Comedy				
0809	1	Documentary				
0811	1	Comedy				
0813	1	Documentary				
0815	1	Drama				
0816	1	Documentary				
0818	1	Comedy				
0823	1	Documentary				
0825	1	Documentary				
0827	1	Documentary				
0828	1	Drama				
0829	1	Comedy				
0831	1	Family				
0832	1	Documentary				
0836	1	Drama				
0840	1	Comedy				
0842	1	Drama				
0845	1	Documentary				
0846	1	Documentary				
0848	1	Drama				
0849	1	Drama				
0851	1	Drama				
0853	1	Documentary				
0856	1	Documentary				
0859	1	Drama				
0860	1	Drama				
0865	1	Drama				
0870	1	Comedy				
0871	1	Drama				
0872	1	Drama				
0874	1	Documentary				
0880	1	Comedy				
0881	1	Drama				
0882	1	Drama				
0883	1	Drama				
0885	1	Documentary				
0888	1	Drama				
0889	1	Drama				
0890	1	Drama				
0891	1	Horror				
0892	1	Drama				
0894	1	Drama				
0895	1	Drama				
0896	1	Comedy				
0899	1	Drama				
0902	1	Action				
0908	1	Documentary				
0909	1	Comedy				
0910	1	Drama				
0912	1	Comedy				
0915	1	Drama				
0916	1	Drama				
0917	1	Drama				
0918	1	Horror				
0920	1	Drama				
0922	1	Drama				
0923	1	Comedy				
0924	1	Drama				
0925	1	Drama				
0926	1	Action				
0927	1	Drama				
0931	1	Documentary				
0935	1	Comedy				
0937	1	Comedy				
0939	1	Drama				
0941	1	Drama				
0942	1	Documentary				
0943	1	Documentary				
0944	1	Drama				
0947	1	Drama				
0948	1	Drama				
0951	1	Drama				
0952	1	Drama				
0957	1	Drama				
0959	1	Action				
0960	1	Drama				
0961	1	Drama				
0963	1	Family				
0965	1	Drama				
0966	1	Drama				
0969	1	Documentary				
0970	1	Action				
0971	1	Drama				
0976	1	Drama				
0979	1	Drama				
0986	1	Drama				
0988	1	Documentary				
0989	1	Action				
0991	1	Documentary				
0993	1	Action				
0994	1	Drama				
1001	1	Comedy				
1007	1	Action				
1011	1	Drama				
1013	1	Comedy				
1015	1	Drama				
1017	1	Drama				
1023	1	Comedy				
1029	1	Action				
1031	1	Comedy				
1034	1	Action				
1035	1	Comedy				
1037	1	Drama				
1039	1	Comedy				
1045	1	Drama				
1046	1	Action				
1049	1	Drama				
1051	1	Documentary				
1054	1	Comedy				
1057	1	Drama				
1060	1	Drama				
1061	1	Comedy				
1064	1	Drama				
1065	1	Drama				
1066	1	Drama				
1068	1	Documentary				
1069	1	Drama				
1072	1	Documentary				
1073	1	Documentary				
1075	1	Drama				
1077	1	Action				
1079	1	Drama				
1080	1	Drama				
1081	1	Documentary				
1085	1	Comedy				
1086	1	Documentary				
1087	1	Documentary				
1088	1	Sci-Fi				
1089	1	Documentary				
1090	1	Documentary				
1091	1	Action				
1093	1	Comedy				
1097	1	Drama				
1099	1	Drama				
1100	1	Drama				
1110	1	Drama				
1112	1	Comedy				
1117	1	Action				
1118	1	Documentary				
1119	1	Drama				
1126	1	Comedy				
1128	1	Comedy				
1131	1	Drama				
1135	1	Comedy				
1139	1	Comedy				
1141	1	Action				
1142	1	Comedy				
1145	1	Drama				
1154	1	Drama				
1156	1	Documentary				
1157	1	Horror				
1159	1	Drama				
1160	1	Documentary				
1173	1	Drama				
1174	1	Comedy				
1176	1	Documentary				
1178	1	Comedy				
1181	1	Documentary				
1182	1	Comedy				
1183	1	Drama				
1189	1	Comedy				
1190	1	Comedy				
1191	1	Drama				
1194	1	Comedy				
1196	1	Drama				
1198	1	Action				
1199	1	Comedy				
1200	1	Drama				
1201	1	Drama				
1206	1	Drama				
1207	1	Action				
1211	1	Comedy				
1217	1	Drama				
1218	1	Drama				
1219	1	Drama				
1220	1	Drama				
1223	1	Drama				
1227	1	Drama				
1229	1	Comedy				
1232	1	Drama				
1235	1	Comedy				
1237	1	Drama				
1238	1	Family				
1239	1	Documentary				
1240	1	Drama				
1241	1	Drama				
1242	1	Drama				
1244	1	Drama				
1248	1	Comedy				
1253	1	Comedy				
1254	1	Drama				
1255	1	Drama				
1258	1	Documentary				
1259	1	Drama				
1260	1	Documentary				
1261	1	Drama				
1262	1	Comedy				
1264	1	Documentary				
1275	1	Drama				
1276	1	Drama				
1279	1	Comedy				
1283	1	Documentary				
1285	1	Drama				
1287	1	Drama				
1288	1	Documentary				
1293	1	Family				
1294	1	Sci-Fi				
1297	1	Drama				
1298	1	Drama				
1299	1	Documentary				
1305	1	Documentary				
1308	1	Comedy				
1313	1	Drama				
1315	1	Comedy				
1316	1	Drama				
1317	1	Drama				
1319	1	Drama				
1321	1	Comedy				
1322	1	Comedy				
1323	1	Horror				
1325	1	Drama				
1328	1	Comedy				
1330	1	Drama				
1332	1	Drama				
1333	1	Drama				
1334	1	Drama				
1336	1	Drama				
1337	1	Drama				
1338	1	Comedy				
1340	1	Comedy				
1341	1	Drama				
1343	1	Musical				
1344	1	Drama				
1345	1	Drama				
1346	1	Drama				
1350	1	Drama				
1351	1	Comedy				
1352	1	Documentary				
1353	1	Comedy				
1354	1	Drama				
1355	1	Comedy				
1356	1	Comedy				
1357	1	Drama				
1359	1	Drama				
1360	1	Sci-Fi				
1361	1	Comedy				
1362	1	Drama				
1363	1	Action				
1364	1	Comedy				
1365	1	Drama				
1367	1	Comedy				
1368	1	Musical				
1369	1	Drama				
1370	1	Comedy				
1371	1	Comedy				
1372	1	Drama				
1374	1	Drama				
1376	1	Comedy				
1377	1	Comedy				
1378	1	Drama				
1383	1	Drama				
1384	1	Comedy				
1385	1	Drama				
1390	1	Comedy				
1392	1	Action				
1394	1	Drama				
1397	1	Action				
1398	1	Comedy				
1400	1	Drama				
1403	1	Comedy				
1405	1	Drama				
1406	1	Action				
1407	1	Comedy				
1408	1	Comedy				
1409	1	Documentary				
1412	1	Comedy				
1415	1	Documentary				
1418	1	Drama				
1422	1	Comedy				
1423	1	Family				
1424	1	Drama				
1425	1	Drama				
1426	1	Drama				
1428	1	Comedy				
1432	1	Drama				
1433	1	Comedy				
1434	1	Comedy				
1435	1	Comedy				
1436	1	Comedy				
1437	1	Horror				
1438	1	Romance				
1439	1	Comedy				
1440	1	Drama				
1441	1	Drama				
1442	1	Action				
1443	1	Comedy				
1445	1	Drama				
1446	1	Comedy				
1450	1	Comedy				
1451	1	Comedy				
1452	1	Comedy				
1453	1	Drama				
1454	1	Comedy				
1455	1	Horror				
1456	1	Comedy				
1457	1	Comedy				
1458	1	Action				
1459	1	Drama				
1460	1	Drama				
1461	1	Drama				
1463	1	Drama				
1465	1	Musical				
1467	1	Comedy				
1474	1	Comedy				
1475	1	Action				
1476	1	Action				
1477	1	Comedy				
1480	1	Drama				
1485	1	Comedy				
1487	1	Action				
1489	1	Comedy				
1490	1	Comedy				
1492	1	Comedy				
1494	1	Drama				
1495	1	Action				
1496	1	Comedy				
1498	1	Drama				
1503	1	Drama				
1505	1	Action				
1506	1	Comedy				
1507	1	Action				
1509	1	Sci-Fi				
1510	1	Drama				
1513	1	Drama				
1514	1	Drama				
1518	1	Musical				
1519	1	Sci-Fi				
1520	1	Drama				
1521	1	Drama				
1522	1	Drama				
1523	1	Documentary				
1524	1	Sci-Fi				
1525	1	Comedy				
1527	1	Action				
1529	1	Comedy				
1530	1	Drama				
1532	1	Comedy				
1537	1	Comedy				
1538	1	Sci-Fi				
1539	1	Action				
1541	1	Drama				
1544	1	Comedy				
1549	1	Drama				
1551	1	Comedy				
1552	1	Documentary				
1554	1	Action				
1555	1	Action				
1556	1	Comedy				
1557	1	Comedy				
1558	1	Comedy				
1559	1	Action				
1560	1	Drama				
1561	1	Drama				
1562	1	Drama				
1563	1	Comedy				
1564	1	Drama				
1565	1	Comedy				
1566	1	Comedy				
1569	1	Comedy				
1570	1	Musical				
1571	1	Drama				
1572	1	Horror				
1574	1	Comedy				
1575	1	Drama				
1576	1	Drama				
1578	1	Action				
1579	1	Comedy				
1580	1	Action				
1581	1	Drama				
1582	1	Comedy				
1583	1	Drama				
1584	1	Horror				
1587	1	Comedy				
1591	1	Documentary				
1602	1	Comedy				
1604	1	Drama				
1606	1	Comedy				
1608	1	Drama				
1609	1	Comedy				
1610	1	Action				
1611	1	Comedy				
1612	1	Comedy				
1613	1	Drama				
1614	1	Drama				
1616	1	Drama				
1617	1	Drama				
1619	1	Comedy				
1620	1	Comedy				
1623	1	Drama				
1625	1	Action				
1626	1	Action				
1627	1	Drama				
1628	1	Documentary				
1629	1	Drama				
1630	1	Horror				
1632	1	Drama				
1633	1	Comedy				
1634	1	Action				
1635	1	Comedy				
1639	1	Documentary				
1642	1	Drama				
1644	1	Drama				
1645	1	Drama				
1647	1	Drama				
1648	1	Comedy				
1649	1	Action				
1652	1	Drama				
1653	1	Comedy				
1654	1	Comedy				
1655	1	Drama				
1658	1	Action				
1659	1	Drama				
1663	1	Drama				
1664	1	Comedy				
1665	1	Drama				
1667	1	Drama				
1668	1	Drama				
1669	1	Drama				
1671	1	Drama				
1674	1	Comedy				
1675	1	Comedy				
1676	1	Comedy				
1679	1	Drama				
1680	1	Comedy				
1683	1	Drama				
1686	1	Drama				
1688	1	Comedy				
1690	1	Family				
1692	1	Action				
1693	1	Action				
1695	1	Drama				
1696	1	Drama				
1697	1	Action				
1699	1	Drama				
1701	1	Documentary				
1703	1	Drama				
1704	1	Drama				
1706	1	Action				
1708	1	Sci-Fi				
1709	1	Western				
1710	1	Documentary				
1711	1	Drama				
1712	1	Horror				
1715	1	Comedy				
1716	1	Drama				
1717	1	Action				
1725	1	Drama				
1731	1	Drama				
1733	1	Horror				
1736	1	Drama				
1737	1	Comedy				
1739	1	Action				
1741	1	Comedy				
1744	1	Drama				
1745	1	Comedy				
1746	1	Action				
1751	1	Action				
1752	1	Drama				
1754	1	Comedy				
1755	1	Comedy				
1759	1	Drama				
1762	1	Documentary				
1766	1	Drama				
1767	1	Comedy				
1768	1	Horror				
1769	1	Drama				
1771	1	Drama				
1773	1	Drama				
1780	1	Western				
1783	1	Drama				
1791	1	Drama				
1792	1	Drama				
1794	1	Musical				
1796	1	Drama				
1797	1	Drama				
1799	1	Drama				
1801	1	Comedy				
1802	1	Documentary				
1806	1	Action				
1812	1	Drama				
1814	1	Comedy				
1815	1	Drama				
1817	1	Drama				
1819	1	Drama				
1822	1	Drama				
1827	1	Drama				
1831	1	Drama				
1832	1	Drama				
1833	1	Action				
1834	1	Drama				
1839	1	Comedy				
1842	1	Documentary				
1843	1	Drama				
1845	1	Documentary				
1848	1	Documentary				
1849	1	Documentary				
1853	1	Drama				
1855	1	Documentary				
1857	1	Drama				
1858	1	Drama				
1862	1	Comedy				
1863	1	Comedy				
1864	1	Drama				
1868	1	Drama				
1869	1	Drama				
1878	1	Comedy				
1884	1	Comedy				
1889	1	Drama				
1891	1	Comedy				
1895	1	Documentary				
1896	1	Documentary				
1897	1	Documentary				
1905	1	Drama				
1907	1	Comedy				
1910	1	Documentary				
1913	1	Comedy				
1915	1	Drama				
1916	1	Comedy				
1918	1	Drama				
1920	1	Comedy				
1923	1	Comedy				
1924	1	Documentary				
1926	1	Documentary				
1927	1	Action				
1929	1	Documentary				
1930	1	Documentary				
1931	1	Action				
1937	1	Documentary				
1939	1	Documentary				
1940	1	Drama				
1941	1	Horror				
1943	1	Documentary				
1944	1	Drama				
1948	1	Comedy				
1949	1	Drama				
1951	1	Action				
1952	1	Documentary				
1956	1	Comedy				
1959	1	Drama				
1960	1	Drama				
1962	1	Drama				
1963	1	Documentary				
1969	1	Drama				
1971	1	Comedy				
1972	1	Drama				
1977	1	Comedy				
1978	1	Drama				
1979	1	Drama				
1980	1	Documentary				
1983	1	Drama				
1986	1	Drama				
1987	1	Documentary				
1989	1	Musical				
1990	1	Action				
1993	1	Drama				
1994	1	Romance				
1995	1	Action				
1996	1	Drama				
0163	0	<NULL>				
0164	0	<NULL>				
0165	0	<NULL>				
0167	0	<NULL>				
0168	0	<NULL>				
0169	0	<NULL>				
0171	0	<NULL>				
0172	0	<NULL>				
0175	0	<NULL>				
0176	0	<NULL>				
0180	0	<NULL>				
0185	0	<NULL>				
0187	0	<NULL>				
0188	0	<NULL>				
0191	0	<NULL>				
0372	0	<NULL>				
0373	0	<NULL>				
0375	0	<NULL>				
0377	0	<NULL>				
0379	0	<NULL>				
0382	0	<NULL>				
0383	0	<NULL>				
0384	0	<NULL>				
0387	0	<NULL>				
0388	0	<NULL>				
0391	0	<NULL>				
0397	0	<NULL>				
0398	0	<NULL>				
0400	0	<NULL>				
0542	0	<NULL>				
0555	0	<NULL>				
0556	0	<NULL>				
0560	0	<NULL>				
0563	0	<NULL>				
0576	0	<NULL>				
0577	0	<NULL>				
0584	0	<NULL>				
0586	0	<NULL>				
0591	0	<NULL>				
0600	0	<NULL>				
0762	0	<NULL>				
0763	0	<NULL>				
0766	0	<NULL>				
0769	0	<NULL>				
0771	0	<NULL>				
0782	0	<NULL>				
0790	0	<NULL>				
0800	0	<NULL>				
0928	0	<NULL>				
0932	0	<NULL>				
0936	0	<NULL>				
0938	0	<NULL>				
0940	0	<NULL>				
0945	0	<NULL>				
0946	0	<NULL>				
0949	0	<NULL>				
1063	0	<NULL>				
1078	0	<NULL>				
1082	0	<NULL>				
1083	0	<NULL>				
1084	0	<NULL>				
1092	0	<NULL>				
1193	0	<NULL>				
1195	0	<NULL>				
1197	0	<NULL>				
1202	0	<NULL>				
1203	0	<NULL>				
1208	0	<NULL>				
1212	0	<NULL>				
1214	0	<NULL>				
1215	0	<NULL>				
1216	0	<NULL>				
1221	0	<NULL>				
1318	0	<NULL>				
1324	0	<NULL>				
1342	0	<NULL>				
1348	0	<NULL>				
1349	0	<NULL>				
1358	0	<NULL>				
1366	0	<NULL>				
1375	0	<NULL>				
1444	0	<NULL>				
1448	0	<NULL>				
1464	0	<NULL>				
1466	0	<NULL>				
1508	0	<NULL>				
1511	0	<NULL>				
1517	0	<NULL>				
1641	0	<NULL>				
1732	0	<NULL>				
1756	0	<NULL>				
1761	0	<NULL>				
1795	0	<NULL>				
1991	0	<NULL>				
1992	0	<NULL>				
1997	0	<NULL>				
1998	0	<NULL>				
