movie	iheartmovies	genre							
1865	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
1868	4	Action	Drama	Thriller	Action - Drama - Thriller				
1869	4	Action	Drama	Thriller	Action - Drama - Thriller				
1888	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1890	4	Action	Adventure	Thriller	Action - Adventure - Thriller				
1894	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
1895	4	Action	Drama	Sport	Action - Drama - Sport				
1899	4	Drama	Romance	Sport	Drama - Romance - Sport				
1904	4	Action	Crime	Thriller	Action - Crime - Thriller				
1905	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1916	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
1917	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1920	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1923	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1924	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
1925	4	Adventure	Drama	Fantasy	Adventure - Drama - Fantasy				
1927	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
1930	4	Comedy	Drama	Sport	Comedy - Drama - Sport				
1937	4	Comedy	Drama	Family	Comedy - Drama - Family				
1944	4	Action	Drama	Sport	Action - Drama - Sport				
1949	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1960	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1962	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1964	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
1965	4	Action	Comedy	Musical	Action - Comedy - Musical				
1967	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1969	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1970	4	Animation	Comedy	Fantasy	Animation - Comedy - Fantasy				
1972	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1973	4	Animation	Fantasy	Scifi	Animation - Fantasy - Scifi				
1977	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1979	4	Action	Horror	Thriller	Action - Horror - Thriller				
1984	4	Action	Crime	Drama	Action - Crime - Drama				
1994	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0000	3	Drama	Romance	Drama - Romance					
0002	3	Adventure	Drama	Adventure - Drama					
0003	3	Comedy	Romance	Comedy - Romance					
0004	3	Crime	Drama	Crime - Drama					
0006	3	Drama	Musical	Drama - Musical					
0010	3	Comedy	Romance	Comedy - Romance					
0012	3	Horror	Thriller	Horror - Thriller					
0015	3	Drama	Romance	Drama - Romance					
0021	3	Comedy	Family	Comedy - Family					
0026	3	Crime	Drama	Crime - Drama					
0027	3	Comedy	Romance	Comedy - Romance					
0028	3	Comedy	Musical	Comedy - Musical					
0032	3	Drama	Thriller	Drama - Thriller					
0034	3	Drama	Thriller	Drama - Thriller					
0037	3	Action	Drama	Action - Drama					
0038	3	Drama	Romance	Drama - Romance					
0041	3	Drama	War	Drama - War					
0044	3	Comedy	Romance	Comedy - Romance					
0045	3	Drama	Thriller	Drama - Thriller					
0046	3	Drama	Romance	Drama - Romance					
0048	3	Biography	Drama	Biography - Drama					
0049	3	Scifi	Thriller	Scifi - Thriller					
0052	3	Comedy	Drama	Comedy - Drama					
0055	3	Mystery	Thriller	Mystery - Thriller					
0058	3	Drama	Sport	Drama - Sport					
0059	3	Drama	Mystery	Drama - Mystery					
0061	3	Adventure	Fantasy	Adventure - Fantasy					
0064	3	Musical	Romance	Musical - Romance					
0066	3	Comedy	Sport	Comedy - Sport					
0067	3	Comedy	Sport	Comedy - Sport					
0071	3	Drama	Thriller	Drama - Thriller					
0072	3	Adventure	Scifi	Adventure - Scifi					
0080	3	Mystery	Thriller	Mystery - Thriller					
0081	3	Horror	Mystery	Horror - Mystery					
0083	3	Drama	Romance	Drama - Romance					
0086	3	Comedy	Romance	Comedy - Romance					
0088	3	Action	Drama	Action - Drama					
0090	3	Comedy	Drama	Comedy - Drama					
0091	3	Horror	Thriller	Horror - Thriller					
0092	3	Drama	Musical	Drama - Musical					
0094	3	Comedy	Drama	Comedy - Drama					
0095	3	Comedy	Romance	Comedy - Romance					
0098	3	Horror	Thriller	Horror - Thriller					
0102	3	Adventure	Drama	Adventure - Drama					
0105	3	Comedy	Romance	Comedy - Romance					
0108	3	Drama	Romance	Drama - Romance					
0111	3	Action	Comedy	Action - Comedy					
0112	3	Comedy	Drama	Comedy - Drama					
0113	3	Crime	Drama	Crime - Drama					
0115	3	Drama	Thriller	Drama - Thriller					
0118	3	Drama	Scifi	Drama - Scifi					
0121	3	Comedy	Romance	Comedy - Romance					
0123	3	Action	Scifi	Action - Scifi					
0124	3	Comedy	Scifi	Comedy - Scifi					
0126	3	Drama	Romance	Drama - Romance					
0128	3	Comedy	Drama	Comedy - Drama					
0132	3	Comedy	Romance	Comedy - Romance					
0133	3	Comedy	Family	Comedy - Family					
0139	3	Drama	Thriller	Drama - Thriller					
0140	3	Adventure	Fantasy	Adventure - Fantasy					
0150	3	Biography	Drama	Biography - Drama					
0152	3	Biography	Drama	Biography - Drama					
0154	3	Comedy	Drama	Comedy - Drama					
0156	3	Drama	Romance	Drama - Romance					
0157	3	Comedy	Drama	Comedy - Drama					
0163	3	Drama	Thriller	Drama - Thriller					
0164	3	Comedy	Drama	Comedy - Drama					
0166	3	Action	Adventure	Action - Adventure					
0167	3	Drama	Romance	Drama - Romance					
0172	3	Comedy	Crime	Comedy - Crime					
0175	3	Biography	Drama	Biography - Drama					
0176	3	Adventure	Drama	Adventure - Drama					
0180	3	Comedy	Musical	Comedy - Musical					
0182	3	Animation	Fantasy	Animation - Fantasy					
0183	3	Comedy	Crime	Comedy - Crime					
0185	3	Adventure	Comedy	Adventure - Comedy					
0186	3	Comedy	Drama	Comedy - Drama					
0187	3	Comedy	Drama	Comedy - Drama					
0190	3	Drama	Romance	Drama - Romance					
0192	3	Animation	Fantasy	Animation - Fantasy					
0194	3	Comedy	Drama	Comedy - Drama					
0195	3	Crime	Drama	Crime - Drama					
0197	3	Crime	Thriller	Crime - Thriller					
0200	3	Musical	Romance	Musical - Romance					
0201	3	Action	Scifi	Action - Scifi					
0204	3	Comedy	Drama	Comedy - Drama					
0208	3	Action	Comedy	Action - Comedy					
0209	3	Crime	Drama	Crime - Drama					
0210	3	Comedy	Drama	Comedy - Drama					
0212	3	Drama	Romance	Drama - Romance					
0217	3	Drama	Romance	Drama - Romance					
0220	3	Drama	Romance	Drama - Romance					
0222	3	Drama	Romance	Drama - Romance					
0223	3	Comedy	Horror	Comedy - Horror					
0224	3	Horror	Thriller	Horror - Thriller					
0225	3	Horror	Thriller	Horror - Thriller					
0226	3	Crime	Drama	Crime - Drama					
0231	3	Comedy	Drama	Comedy - Drama					
0232	3	Horror	Thriller	Horror - Thriller					
0236	3	Adult	Comedy	Adult - Comedy					
0241	3	Comedy	Romance	Comedy - Romance					
0242	3	Crime	Documentary	Crime - Documentary					
0248	3	Drama	Thriller	Drama - Thriller					
0249	3	Horror	Thriller	Horror - Thriller					
0264	3	Comedy	Drama	Comedy - Drama					
0267	3	Drama	Romance	Drama - Romance					
0270	3	Horror	Thriller	Horror - Thriller					
0273	3	Drama	Romance	Drama - Romance					
0274	3	Drama	Thriller	Drama - Thriller					
0280	3	Action	Comedy	Action - Comedy					
0282	3	Musical	Romance	Musical - Romance					
0283	3	Drama	Thriller	Drama - Thriller					
0285	3	Comedy	Romance	Comedy - Romance					
0291	3	Drama	Romance	Drama - Romance					
0293	3	Comedy	Sport	Comedy - Sport					
0297	3	Drama	Thriller	Drama - Thriller					
0299	3	Mystery	Thriller	Mystery - Thriller					
0301	3	Action	Thriller	Action - Thriller					
0305	3	Comedy	Drama	Comedy - Drama					
0310	3	Horror	Romance	Horror - Romance					
0315	3	Comedy	Drama	Comedy - Drama					
0316	3	Comedy	Drama	Comedy - Drama					
0317	3	Comedy	Fantasy	Comedy - Fantasy					
0326	3	Comedy	Romance	Comedy - Romance					
0330	3	Comedy	Romance	Comedy - Romance					
0332	3	Comedy	Documentary	Comedy - Documentary					
0335	3	Drama	Thriller	Drama - Thriller					
0340	3	Drama	Romance	Drama - Romance					
0342	3	Comedy	Horror	Comedy - Horror					
0346	3	Drama	Romance	Drama - Romance					
0347	3	Drama	Thriller	Drama - Thriller					
0349	3	Drama	Scifi	Drama - Scifi					
0352	3	Adventure	Comedy	Adventure - Comedy					
0355	3	Comedy	Horror	Comedy - Horror					
0356	3	Comedy	Fantasy	Comedy - Fantasy					
0359	3	Comedy	Drama	Comedy - Drama					
0363	3	Comedy	Fantasy	Comedy - Fantasy					
0365	3	Drama	Romance	Drama - Romance					
0367	3	Drama	Sport	Drama - Sport					
0369	3	Comedy	Crime	Comedy - Crime					
0373	3	Comedy	Drama	Comedy - Drama					
0375	3	Drama	Romance	Drama - Romance					
0377	3	Comedy	Fantasy	Comedy - Fantasy					
0379	3	Drama	Thriller	Drama - Thriller					
0383	3	Drama	Romance	Drama - Romance					
0386	3	Action	Drama	Action - Drama					
0388	3	Crime	Drama	Crime - Drama					
0389	3	Action	Comedy	Action - Comedy					
0390	3	Action	Thriller	Action - Thriller					
0394	3	Comedy	Crime	Comedy - Crime					
0396	3	Biography	Drama	Biography - Drama					
0399	3	Comedy	Fantasy	Comedy - Fantasy					
0400	3	Adventure	Drama	Adventure - Drama					
0401	3	Adventure	Animation	Adventure - Animation					
0407	3	Comedy	Drama	Comedy - Drama					
0409	3	Drama	Sport	Drama - Sport					
0410	3	Comedy	Romance	Comedy - Romance					
0412	3	Comedy	Thriller	Comedy - Thriller					
0418	3	Comedy	Fantasy	Comedy - Fantasy					
0419	3	Adventure	Drama	Adventure - Drama					
0421	3	Comedy	Crime	Comedy - Crime					
0427	3	Drama	Romance	Drama - Romance					
0430	3	Comedy	Drama	Comedy - Drama					
0434	3	Horror	Thriller	Horror - Thriller					
0436	3	Comedy	Drama	Comedy - Drama					
0437	3	Biography	Drama	Biography - Drama					
0439	3	Crime	Drama	Crime - Drama					
0443	3	Biography	Drama	Biography - Drama					
0452	3	Crime	Drama	Crime - Drama					
0454	3	Comedy	Drama	Comedy - Drama					
0462	3	Comedy	Romance	Comedy - Romance					
0467	3	Drama	Sport	Drama - Sport					
0474	3	Comedy	Romance	Comedy - Romance					
0475	3	Crime	Drama	Crime - Drama					
0476	3	Drama	Mystery	Drama - Mystery					
0477	3	Comedy	Sport	Comedy - Sport					
0479	3	Comedy	Documentary	Comedy - Documentary					
0480	3	Comedy	Drama	Comedy - Drama					
0485	3	Drama	Romance	Drama - Romance					
0486	3	Drama	War	Drama - War					
0487	3	Drama	Romance	Drama - Romance					
0488	3	Crime	Drama	Crime - Drama					
0489	3	Comedy	Drama	Comedy - Drama					
0491	3	Biography	Drama	Biography - Drama					
0492	3	Drama	Sport	Drama - Sport					
0497	3	Drama	Musical	Drama - Musical					
0500	3	Adventure	Fantasy	Adventure - Fantasy					
0502	3	Animation	Drama	Animation - Drama					
0505	3	Horror	Thriller	Horror - Thriller					
0506	3	Horror	Scifi	Horror - Scifi					
0510	3	Action	Comedy	Action - Comedy					
0512	3	Comedy	Drama	Comedy - Drama					
0514	3	Comedy	Romance	Comedy - Romance					
0519	3	Drama	Romance	Drama - Romance					
0523	3	Comedy	Crime	Comedy - Crime					
0525	3	Comedy	Romance	Comedy - Romance					
0527	3	Action	Drama	Action - Drama					
0528	3	Comedy	Drama	Comedy - Drama					
0529	3	Drama	Thriller	Drama - Thriller					
0531	3	Comedy	Drama	Comedy - Drama					
0532	3	Drama	Sport	Drama - Sport					
0534	3	Drama	Thriller	Drama - Thriller					
0536	3	Adventure	Comedy	Adventure - Comedy					
0537	3	Comedy	Romance	Comedy - Romance					
0542	3	Comedy	Thriller	Comedy - Thriller					
0549	3	Horror	Thriller	Horror - Thriller					
0556	3	Animation	Comedy	Animation - Comedy					
0558	3	Drama	Fantasy	Drama - Fantasy					
0559	3	Comedy	Drama	Comedy - Drama					
0565	3	Crime	Drama	Crime - Drama					
0568	3	Drama	Thriller	Drama - Thriller					
0574	3	Drama	Sport	Drama - Sport					
0575	3	Comedy	Drama	Comedy - Drama					
0577	3	Action	Drama	Action - Drama					
0581	3	Action	Comedy	Action - Comedy					
0583	3	Crime	Drama	Crime - Drama					
0595	3	Comedy	Drama	Comedy - Drama					
0596	3	Horror	Scifi	Horror - Scifi					
0603	3	Drama	Thriller	Drama - Thriller					
0604	3	Comedy	Romance	Comedy - Romance					
0606	3	Comedy	Crime	Comedy - Crime					
0613	3	Comedy	Scifi	Comedy - Scifi					
0615	3	Documentary	Musical	Documentary - Musical					
0616	3	Drama	Romance	Drama - Romance					
0621	3	Comedy	Horror	Comedy - Horror					
0623	3	Comedy	Drama	Comedy - Drama					
0624	3	Animation	Comedy	Animation - Comedy					
0625	3	Comedy	Drama	Comedy - Drama					
0627	3	Crime	Drama	Crime - Drama					
0629	3	Comedy	Drama	Comedy - Drama					
0637	3	Drama	Romance	Drama - Romance					
0639	3	Action	Adventure	Action - Adventure					
0641	3	Drama	Mystery	Drama - Mystery					
0642	3	Mystery	Thriller	Mystery - Thriller					
0645	3	Drama	Thriller	Drama - Thriller					
0647	3	Drama	Romance	Drama - Romance					
0648	3	Adventure	Drama	Adventure - Drama					
0649	3	Action	Scifi	Action - Scifi					
0651	3	Adventure	Drama	Adventure - Drama					
0653	3	Comedy	Romance	Comedy - Romance					
0659	3	Comedy	Drama	Comedy - Drama					
0661	3	Drama	Romance	Drama - Romance					
0665	3	Horror	Thriller	Horror - Thriller					
0667	3	Horror	Thriller	Horror - Thriller					
0674	3	Biography	Drama	Biography - Drama					
0676	3	Crime	Drama	Crime - Drama					
0681	3	Horror	Thriller	Horror - Thriller					
0682	3	Drama	Romance	Drama - Romance					
0684	3	Action	Comedy	Action - Comedy					
0686	3	Comedy	Drama	Comedy - Drama					
0687	3	Comedy	Drama	Comedy - Drama					
0689	3	Comedy	Romance	Comedy - Romance					
0691	3	Comedy	Romance	Comedy - Romance					
0694	3	Drama	Thriller	Drama - Thriller					
0696	3	Horror	Romance	Horror - Romance					
0697	3	Drama	Romance	Drama - Romance					
0700	3	Comedy	Fantasy	Comedy - Fantasy					
0702	3	Comedy	Drama	Comedy - Drama					
0703	3	Comedy	Drama	Comedy - Drama					
0709	3	Comedy	Sport	Comedy - Sport					
0710	3	Biography	Drama	Biography - Drama					
0722	3	Animation	Drama	Animation - Drama					
0723	3	Action	Comedy	Action - Comedy					
0728	3	Drama	Romance	Drama - Romance					
0733	3	Comedy	Romance	Comedy - Romance					
0734	3	Comedy	Crime	Comedy - Crime					
0737	3	Horror	Thriller	Horror - Thriller					
0738	3	Drama	Romance	Drama - Romance					
0745	3	Crime	Drama	Crime - Drama					
0749	3	Comedy	Drama	Comedy - Drama					
0750	3	Adventure	Fantasy	Adventure - Fantasy					
0751	3	Crime	Drama	Crime - Drama					
0753	3	Biography	Drama	Biography - Drama					
0756	3	Comedy	Drama	Comedy - Drama					
0760	3	Action	Horror	Action - Horror					
0762	3	Comedy	Romance	Comedy - Romance					
0763	3	Biography	Drama	Biography - Drama					
0764	3	Comedy	Romance	Comedy - Romance					
0766	3	Drama	Thriller	Drama - Thriller					
0770	3	Biography	Drama	Biography - Drama					
0771	3	Comedy	Horror	Comedy - Horror					
0778	3	Comedy	Romance	Comedy - Romance					
0779	3	Comedy	Drama	Comedy - Drama					
0781	3	Comedy	Fantasy	Comedy - Fantasy					
0784	3	Comedy	Drama	Comedy - Drama					
0785	3	Crime	Drama	Crime - Drama					
0787	3	Drama	Musical	Drama - Musical					
0789	3	Drama	Thriller	Drama - Thriller					
0791	3	Drama	Romance	Drama - Romance					
0794	3	Action	Comedy	Action - Comedy					
0795	3	Crime	Drama	Crime - Drama					
0797	3	Drama	Romance	Drama - Romance					
0799	3	Action	Thriller	Action - Thriller					
0802	3	Action	Drama	Action - Drama					
0807	3	Adventure	Comedy	Adventure - Comedy					
0809	3	Comedy	Drama	Comedy - Drama					
0812	3	Comedy	Romance	Comedy - Romance					
0813	3	Drama	Romance	Drama - Romance					
0815	3	Comedy	Romance	Comedy - Romance					
0821	3	Drama	Romance	Drama - Romance					
0824	3	Drama	Romance	Drama - Romance					
0826	3	Fantasy	Romance	Fantasy - Romance					
0833	3	Adventure	Fantasy	Adventure - Fantasy					
0834	3	Comedy	Romance	Comedy - Romance					
0836	3	Drama	Thriller	Drama - Thriller					
0837	3	Biography	Drama	Biography - Drama					
0839	3	Comedy	Drama	Comedy - Drama					
0842	3	Drama	Romance	Drama - Romance					
0844	3	Comedy	Romance	Comedy - Romance					
0845	3	Comedy	Romance	Comedy - Romance					
0848	3	Biography	Drama	Biography - Drama					
0849	3	Comedy	Drama	Comedy - Drama					
0851	3	Biography	Drama	Biography - Drama					
0852	3	Crime	Drama	Crime - Drama					
0856	3	Drama	Romance	Drama - Romance					
0857	3	Drama	Thriller	Drama - Thriller					
0858	3	Comedy	Drama	Comedy - Drama					
0862	3	Comedy	Drama	Comedy - Drama					
0863	3	Crime	Drama	Crime - Drama					
0873	3	Animation	Comedy	Animation - Comedy					
0877	3	Action	Drama	Action - Drama					
0880	3	Drama	Sport	Drama - Sport					
0882	3	Drama	Sport	Drama - Sport					
0885	3	Action	Drama	Action - Drama					
0887	3	Drama	Romance	Drama - Romance					
0892	3	Action	Horror	Action - Horror					
0894	3	Drama	Romance	Drama - Romance					
0898	3	Comedy	Drama	Comedy - Drama					
0903	3	Drama	Thriller	Drama - Thriller					
0907	3	Action	Comedy	Action - Comedy					
0915	3	Comedy	Drama	Comedy - Drama					
0917	3	Comedy	Romance	Comedy - Romance					
0921	3	Drama	Thriller	Drama - Thriller					
0922	3	Documentary	Sport	Documentary - Sport					
0924	3	Comedy	Romance	Comedy - Romance					
0925	3	Comedy	Romance	Comedy - Romance					
0926	3	Comedy	Drama	Comedy - Drama					
0928	3	Comedy	Romance	Comedy - Romance					
0931	3	Biography	Drama	Biography - Drama					
0937	3	Horror	Thriller	Horror - Thriller					
0938	3	Comedy	Drama	Comedy - Drama					
0939	3	Comedy	Scifi	Comedy - Scifi					
0945	3	Comedy	Drama	Comedy - Drama					
0949	3	Action	Adventure	Action - Adventure					
0954	3	Drama	Romance	Drama - Romance					
0955	3	Drama	Musical	Drama - Musical					
0958	3	Drama	Thriller	Drama - Thriller					
0962	3	Action	Comedy	Action - Comedy					
0963	3	Crime	Scifi	Crime - Scifi					
0964	3	Fantasy	Horror	Fantasy - Horror					
0965	3	Drama	Romance	Drama - Romance					
0976	3	Drama	Thriller	Drama - Thriller					
0977	3	Comedy	Drama	Comedy - Drama					
0980	3	Drama	Romance	Drama - Romance					
0982	3	Drama	Thriller	Drama - Thriller					
0983	3	Crime	Thriller	Crime - Thriller					
0986	3	Action	Comedy	Action - Comedy					
0987	3	Drama	Thriller	Drama - Thriller					
0992	3	Drama	Thriller	Drama - Thriller					
0993	3	Animation	Comedy	Animation - Comedy					
0997	3	Comedy	Thriller	Comedy - Thriller					
0998	3	Comedy	Drama	Comedy - Drama					
1013	3	Drama	Scifi	Drama - Scifi					
1015	3	Drama	Romance	Drama - Romance					
1016	3	Comedy	Horror	Comedy - Horror					
1018	3	Drama	Thriller	Drama - Thriller					
1019	3	Drama	Romance	Drama - Romance					
1020	3	Drama	Romance	Drama - Romance					
1023	3	Comedy	Drama	Comedy - Drama					
1031	3	Drama	Thriller	Drama - Thriller					
1032	3	Comedy	Sport	Comedy - Sport					
1035	3	Comedy	Drama	Comedy - Drama					
1037	3	Action	Drama	Action - Drama					
1038	3	Drama	Romance	Drama - Romance					
1046	3	Comedy	Crime	Comedy - Crime					
1050	3	Drama	War	Drama - War					
1052	3	Comedy	Drama	Comedy - Drama					
1055	3	Drama	Romance	Drama - Romance					
1056	3	Drama	Romance	Drama - Romance					
1063	3	Drama	Romance	Drama - Romance					
1064	3	Drama	Mystery	Drama - Mystery					
1072	3	Animation	Musical	Animation - Musical					
1074	3	Drama	Thriller	Drama - Thriller					
1075	3	Comedy	Crime	Comedy - Crime					
1086	3	Horror	Thriller	Horror - Thriller					
1088	3	Drama	Sport	Drama - Sport					
1089	3	Crime	Drama	Crime - Drama					
1090	3	Comedy	Drama	Comedy - Drama					
1094	3	Adventure	Fantasy	Adventure - Fantasy					
1103	3	Crime	Drama	Crime - Drama					
1106	3	Drama	Romance	Drama - Romance					
1107	3	Comedy	Drama	Comedy - Drama					
1109	3	Horror	Thriller	Horror - Thriller					
1110	3	Drama	Romance	Drama - Romance					
1111	3	Drama	Romance	Drama - Romance					
1113	3	Horror	Thriller	Horror - Thriller					
1118	3	Comedy	Drama	Comedy - Drama					
1123	3	Biography	Drama	Biography - Drama					
1124	3	Comedy	Drama	Comedy - Drama					
1128	3	Comedy	Sport	Comedy - Sport					
1130	3	Action	Drama	Action - Drama					
1133	3	Comedy	Romance	Comedy - Romance					
1136	3	Drama	Sport	Drama - Sport					
1138	3	Drama	Thriller	Drama - Thriller					
1141	3	Comedy	Drama	Comedy - Drama					
1142	3	Drama	Sport	Drama - Sport					
1145	3	Horror	Thriller	Horror - Thriller					
1147	3	Comedy	Crime	Comedy - Crime					
1148	3	Comedy	Documentary	Comedy - Documentary					
1152	3	Comedy	Drama	Comedy - Drama					
1153	3	Horror	Thriller	Horror - Thriller					
1154	3	Crime	Drama	Crime - Drama					
1159	3	Adventure	Drama	Adventure - Drama					
1162	3	Scifi	Sport	Scifi - Sport					
1164	3	Drama	Romance	Drama - Romance					
1166	3	Biography	Drama	Biography - Drama					
1167	3	Action	Drama	Action - Drama					
1171	3	Drama	Romance	Drama - Romance					
1175	3	Crime	Drama	Crime - Drama					
1177	3	Comedy	Romance	Comedy - Romance					
1185	3	Drama	Romance	Drama - Romance					
1186	3	Comedy	Drama	Comedy - Drama					
1190	3	Comedy	Drama	Comedy - Drama					
1191	3	Drama	Fantasy	Drama - Fantasy					
1197	3	Drama	Sport	Drama - Sport					
1201	3	Comedy	Romance	Comedy - Romance					
1202	3	Biography	Drama	Biography - Drama					
1203	3	Comedy	Sport	Comedy - Sport					
1204	3	Comedy	Romance	Comedy - Romance					
1208	3	Biography	Drama	Biography - Drama					
1210	3	Adventure	Drama	Adventure - Drama					
1211	3	Action	Horror	Action - Horror					
1223	3	Comedy	Horror	Comedy - Horror					
1224	3	Drama	Horror	Drama - Horror					
1230	3	Comedy	Drama	Comedy - Drama					
1235	3	Comedy	Drama	Comedy - Drama					
1238	3	Action	Horror	Action - Horror					
1245	3	Comedy	Romance	Comedy - Romance					
1246	3	Comedy	Romance	Comedy - Romance					
1256	3	Comedy	Horror	Comedy - Horror					
1260	3	Biography	Documentary	Biography - Documentary					
1263	3	Biography	Drama	Biography - Drama					
1269	3	Comedy	Drama	Comedy - Drama					
1273	3	Drama	Thriller	Drama - Thriller					
1274	3	Crime	Romance	Crime - Romance					
1279	3	Comedy	Drama	Comedy - Drama					
1280	3	Horror	Thriller	Horror - Thriller					
1284	3	Adventure	Drama	Adventure - Drama					
1285	3	Drama	Romance	Drama - Romance					
1286	3	Comedy	Romance	Comedy - Romance					
1292	3	Comedy	Romance	Comedy - Romance					
1298	3	Drama	Musical	Drama - Musical					
1305	3	Comedy	Romance	Comedy - Romance					
1306	3	Drama	Thriller	Drama - Thriller					
1307	3	Action	Sport	Action - Sport					
1310	3	Drama	Fantasy	Drama - Fantasy					
1314	3	Adventure	Animation	Adventure - Animation					
1321	3	Drama	Romance	Drama - Romance					
1322	3	Biography	Drama	Biography - Drama					
1324	3	Adventure	Scifi	Adventure - Scifi					
1335	3	Documentary	Sport	Documentary - Sport					
1336	3	Drama	Romance	Drama - Romance					
1339	3	Horror	Thriller	Horror - Thriller					
1340	3	Action	Comedy	Action - Comedy					
1347	3	Crime	Drama	Crime - Drama					
1351	3	Comedy	Fantasy	Comedy - Fantasy					
1353	3	Drama	Thriller	Drama - Thriller					
1356	3	Drama	Romance	Drama - Romance					
1357	3	Drama	Thriller	Drama - Thriller					
1362	3	Animation	Drama	Animation - Drama					
1364	3	Scifi	Thriller	Scifi - Thriller					
1370	3	Comedy	Drama	Comedy - Drama					
1371	3	Mystery	Thriller	Mystery - Thriller					
1375	3	Action	Drama	Action - Drama					
1381	3	Comedy	Drama	Comedy - Drama					
1384	3	Action	Thriller	Action - Thriller					
1385	3	Action	Thriller	Action - Thriller					
1389	3	Drama	Scifi	Drama - Scifi					
1391	3	Biography	Documentary	Biography - Documentary					
1392	3	Action	Drama	Action - Drama					
1395	3	Comedy	Fantasy	Comedy - Fantasy					
1397	3	Comedy	Horror	Comedy - Horror					
1400	3	Crime	Drama	Crime - Drama					
1403	3	Drama	Romance	Drama - Romance					
1404	3	Comedy	Drama	Comedy - Drama					
1405	3	Comedy	Horror	Comedy - Horror					
1407	3	Mystery	Thriller	Mystery - Thriller					
1409	3	Comedy	Romance	Comedy - Romance					
1412	3	Biography	Drama	Biography - Drama					
1414	3	Comedy	Romance	Comedy - Romance					
1415	3	Drama	Thriller	Drama - Thriller					
1419	3	Action	Thriller	Action - Thriller					
1421	3	Biography	Drama	Biography - Drama					
1422	3	Action	Adventure	Action - Adventure					
1423	3	Comedy	Romance	Comedy - Romance					
1424	3	Drama	Romance	Drama - Romance					
1426	3	Comedy	Musical	Comedy - Musical					
1429	3	Comedy	Romance	Comedy - Romance					
1430	3	Comedy	Musical	Comedy - Musical					
1431	3	Comedy	Drama	Comedy - Drama					
1434	3	Drama	Thriller	Drama - Thriller					
1435	3	Comedy	Drama	Comedy - Drama					
1438	3	Comedy	Drama	Comedy - Drama					
1441	3	Comedy	Horror	Comedy - Horror					
1447	3	Comedy	Drama	Comedy - Drama					
1453	3	Comedy	Drama	Comedy - Drama					
1456	3	Drama	Romance	Drama - Romance					
1457	3	Horror	Thriller	Horror - Thriller					
1460	3	Drama	Sport	Drama - Sport					
1461	3	Drama	Sport	Drama - Sport					
1465	3	Comedy	Drama	Comedy - Drama					
1470	3	Fantasy	Horror	Fantasy - Horror					
1472	3	Comedy	Horror	Comedy - Horror					
1480	3	Comedy	Romance	Comedy - Romance					
1481	3	Animation	Comedy	Animation - Comedy					
1484	3	Drama	Romance	Drama - Romance					
1485	3	Crime	Drama	Crime - Drama					
1497	3	Drama	Thriller	Drama - Thriller					
1501	3	Drama	Romance	Drama - Romance					
1505	3	Biography	Documentary	Biography - Documentary					
1511	3	Biography	Drama	Biography - Drama					
1513	3	Horror	Thriller	Horror - Thriller					
1518	3	Drama	Thriller	Drama - Thriller					
1521	3	Comedy	Romance	Comedy - Romance					
1524	3	Scifi	Thriller	Scifi - Thriller					
1525	3	Horror	Thriller	Horror - Thriller					
1526	3	Drama	Thriller	Drama - Thriller					
1527	3	Horror	Thriller	Horror - Thriller					
1528	3	Comedy	Drama	Comedy - Drama					
1533	3	Adventure	Drama	Adventure - Drama					
1537	3	Comedy	Sport	Comedy - Sport					
1538	3	Drama	Romance	Drama - Romance					
1545	3	Crime	Drama	Crime - Drama					
1553	3	Horror	Thriller	Horror - Thriller					
1559	3	Drama	Thriller	Drama - Thriller					
1563	3	Drama	Romance	Drama - Romance					
1564	3	Adventure	Drama	Adventure - Drama					
1565	3	Horror	Thriller	Horror - Thriller					
1566	3	Comedy	Drama	Comedy - Drama					
1567	3	Adult	Comedy	Adult - Comedy					
1571	3	Drama	Romance	Drama - Romance					
1577	3	Drama	Horror	Drama - Horror					
1582	3	Biography	Drama	Biography - Drama					
1583	3	Drama	Thriller	Drama - Thriller					
1584	3	Drama	Thriller	Drama - Thriller					
1594	3	Action	Sport	Action - Sport					
1598	3	Drama	Thriller	Drama - Thriller					
1601	3	Comedy	Crime	Comedy - Crime					
1606	3	Comedy	Drama	Comedy - Drama					
1607	3	Horror	Thriller	Horror - Thriller					
1610	3	Drama	Romance	Drama - Romance					
1611	3	Animation	Fantasy	Animation - Fantasy					
