movie	imdb	genre								
0534	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
0537	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0541	4	Comedy	Drama	Fantasy	Comedy - Drama - Fantasy					
0549	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0551	4	Biography	Drama	Music	Biography - Drama - Music					
0553	4	Action	Thriller	Comedy	Action - Thriller - Comedy					
0559	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0561	4	Crime	Action	Drama	Crime - Action - Drama					
0572	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
0575	4	Drama	Horror	Romance	Drama - Horror - Romance					
0576	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
0578	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0581	4	Biography	Drama	Western	Biography - Drama - Western					
0591	4	Biography	Crime	Drama	Biography - Crime - Drama					
0592	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0595	4	Comedy	Drama	Sport	Comedy - Drama - Sport					
0597	4	Comedy	Drama	Mystery	Comedy - Drama - Mystery					
0602	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller					
0607	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
0608	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0615	4	Comedy	Family	Sport	Comedy - Family - Sport					
0619	4	Action	Thriller	Comedy	Action - Thriller - Comedy					
0620	4	Sci-Fi	Drama	Horror	Sci-Fi - Drama - Horror					
0622	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
0631	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0638	4	Comedy	Music	Romance	Comedy - Music - Romance					
0643	4	Comedy	Family	Romance	Comedy - Family - Romance					
0645	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0647	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0648	4	Horror	Romance	Drama	Horror - Romance - Drama					
0656	4	Action	Horror	Thriller	Action - Horror - Thriller					
0658	4	Comedy	Family	Romance	Comedy - Family - Romance					
0659	4	Crime	Thriller	Drama	Crime - Thriller - Drama					
0660	4	Animation	Adventure	Drama	Animation - Adventure - Drama					
0663	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0666	4	Adventure	Family	Fantasy	Adventure - Family - Fantasy					
0668	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
0670	4	Action	Drama	Thriller	Action - Drama - Thriller					
0672	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
0675	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller					
0676	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
0679	4	Crime	Romance	Thriller	Crime - Romance - Thriller					
0681	4	Crime	Drama	Mystery	Crime - Drama - Mystery					
0683	4	Action	Crime	Thriller	Action - Crime - Thriller					
0692	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
0693	4	Drama	Comedy	Romance	Drama - Comedy - Romance					
0700	4	Drama	History	Sport	Drama - History - Sport					
0701	4	Action	Comedy	Thriller	Action - Comedy - Thriller					
0711	4	Biography	Comedy	Romance	Biography - Comedy - Romance					
0724	4	Action	Drama	Thriller	Action - Drama - Thriller					
0732	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0733	4	Crime	Thriller	Drama	Crime - Thriller - Drama					
0745	4	Drama	Fantasy	Horror	Drama - Fantasy - Horror					
0746	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0748	4	Drama	Fantasy	Romance	Drama - Fantasy - Romance					
0752	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
0753	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0754	4	Comedy	Romance	Crime	Comedy - Romance - Crime					
0758	4	Action	Crime	Thriller	Action - Crime - Thriller					
0760	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy					
0764	4	Adventure	Sci-Fi	Thriller	Adventure - Sci-Fi - Thriller					
0772	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0775	4	Adventure	Horror	Sci-Fi	Adventure - Horror - Sci-Fi					
0778	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0789	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0794	4	Drama	Comedy	Romance	Drama - Comedy - Romance					
0795	4	Comedy	Romance	Thriller	Comedy - Romance - Thriller					
0801	4	Horror	Drama	Sci-Fi	Horror - Drama - Sci-Fi					
0802	4	Action	Comedy	Fantasy	Action - Comedy - Fantasy					
0804	4	Horror	Action	Comedy	Horror - Action - Comedy					
0823	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0824	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0825	4	Drama	Fantasy	Thriller	Drama - Fantasy - Thriller					
0827	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0829	4	Drama	Music	Romance	Drama - Music - Romance					
0830	4	Crime	Drama	Romance	Crime - Drama - Romance					
0833	4	Comedy	Drama	Family	Comedy - Drama - Family					
0834	4	Action	Crime	Thriller	Action - Crime - Thriller					
0837	4	Comedy	Family	Sport	Comedy - Family - Sport					
0841	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0845	4	Crime	Drama	Mystery	Crime - Drama - Mystery					
0850	4	Drama	Thriller	Mystery	Drama - Thriller - Mystery					
0859	4	Drama	Music	Romance	Drama - Music - Romance					
0860	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller					
0861	4	Crime	Drama	Romance	Crime - Drama - Romance					
0870	4	Comedy	Horror	Music	Comedy - Horror - Music					
0876	4	Action	Adventure	Sci-Fi	Action - Adventure - Sci-Fi					
0877	4	Adventure	Drama	Fantasy	Adventure - Drama - Fantasy					
0881	4	Biography	Drama	War	Biography - Drama - War					
0883	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy					
0884	4	Action	Adventure	Sci-Fi	Action - Adventure - Sci-Fi					
0887	4	Drama	Fantasy	Romance	Drama - Fantasy - Romance					
0888	4	Adventure	Comedy	Music	Adventure - Comedy - Music					
0891	4	Action	Drama	Thriller	Action - Drama - Thriller					
0892	4	Adventure	Comedy	Sci-Fi	Adventure - Comedy - Sci-Fi					
0894	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller					
0898	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
0899	4	Action	Crime	Thriller	Action - Crime - Thriller					
0900	4	Action	Sci-Fi	Thriller	Action - Sci-Fi - Thriller					
0901	4	Drama	Fantasy	Western	Drama - Fantasy - Western					
0902	4	Sci-Fi	Adventure	Action	Sci-Fi - Adventure - Action					
0903	4	Action	Crime	Thriller	Action - Crime - Thriller					
0904	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
0909	4	Crime	Thriller	Drama	Crime - Thriller - Drama					
0913	4	Comedy	Romance	Crime	Comedy - Romance - Crime					
0914	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
0915	4	Adventure	Family	Fantasy	Adventure - Family - Fantasy					
0917	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy					
0926	4	Drama	History	War	Drama - History - War					
0929	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
0933	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
0934	4	Adventure	Action	Romance	Adventure - Action - Romance					
0944	4	Drama	Musical	Romance	Drama - Musical - Romance					
0950	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0953	4	Comedy	Crime	Mystery	Comedy - Crime - Mystery					
0956	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
0958	4	Comedy	Music	Romance	Comedy - Music - Romance					
0959	4	Comedy	Romance	Sci-Fi	Comedy - Romance - Sci-Fi					
0961	4	Crime	Horror	Thriller	Crime - Horror - Thriller					
0962	4	Comedy	Romance	Fantasy	Comedy - Romance - Fantasy					
0963	4	Biography	Drama	Sport	Biography - Drama - Sport					
0966	4	Biography	Drama	Sport	Biography - Drama - Sport					
0971	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
0972	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
0973	4	Action	Comedy	Fantasy	Action - Comedy - Fantasy					
0977	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance					
0980	4	Action	Romance	Thriller	Action - Romance - Thriller					
0992	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
0996	4	Drama	Sci-Fi	Thriller	Drama - Sci-Fi - Thriller					
1000	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1004	4	Comedy	Fantasy	Horror	Comedy - Fantasy - Horror					
1005	4	Drama	History	Mystery	Drama - History - Mystery					
1006	4	Action	Sci-Fi	Thriller	Action - Sci-Fi - Thriller					
1008	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1017	4	Adventure	Comedy	Romance	Adventure - Comedy - Romance					
1024	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy					
1030	4	Thriller	Horror	Mystery	Thriller - Horror - Mystery					
1033	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1034	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance					
1035	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1036	4	Action	History	War	Action - History - War					
1037	4	Comedy	Horror	Sci-Fi	Comedy - Horror - Sci-Fi					
1038	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1044	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1052	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1059	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1062	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1064	4	Drama	Mystery	Romance	Drama - Mystery - Romance					
1066	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1069	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1072	4	Adventure	Comedy	Romance	Adventure - Comedy - Romance					
1076	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1077	4	Biography	Comedy	Drama	Biography - Comedy - Drama					
1081	4	Crime	Drama	Romance	Crime - Drama - Romance					
1082	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1084	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1085	4	Drama	History	Thriller	Drama - History - Thriller					
1086	4	Drama	Thriller	War	Drama - Thriller - War					
1090	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1091	4	Biography	Drama	Music	Biography - Drama - Music					
1092	4	Animation	Adventure	Comedy	Animation - Adventure - Comedy					
1095	4	Action	Sci-Fi	Thriller	Action - Sci-Fi - Thriller					
1097	4	Biography	Crime	Drama	Biography - Crime - Drama					
1099	4	Fantasy	Mystery	Thriller	Fantasy - Mystery - Thriller					
1102	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1103	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1105	4	Horror	Sci-Fi	Thriller	Horror - Sci-Fi - Thriller					
1106	4	Adventure	Biography	Drama	Adventure - Biography - Drama					
1108	4	Adventure	Family	Fantasy	Adventure - Family - Fantasy					
1110	4	Action	Comedy	Crime	Action - Comedy - Crime					
1111	4	Thriller	Drama	Crime	Thriller - Drama - Crime					
1112	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1113	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1114	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1117	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1119	4	Drama	Musical	Romance	Drama - Musical - Romance					
1120	4	Action	Fantasy	Thriller	Action - Fantasy - Thriller					
1122	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1124	4	Comedy	Romance	Sport	Comedy - Romance - Sport					
1126	4	Action	Horror	Sci-Fi	Action - Horror - Sci-Fi					
1127	4	Action	Adventure	Comedy	Action - Adventure - Comedy					
1128	4	Biography	Drama	Music	Biography - Drama - Music					
1130	4	Drama	Thriller	War	Drama - Thriller - War					
1132	4	Drama	Mystery	Romance	Drama - Mystery - Romance					
1137	4	Action	Adventure	Western	Action - Adventure - Western					
1138	4	Action	Thriller	Drama	Action - Thriller - Drama					
1139	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1140	4	Action	Crime	Thriller	Action - Crime - Thriller					
1142	4	Crime	Drama	Western	Crime - Drama - Western					
1150	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1153	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller					
1154	4	Action	Drama	Sport	Action - Drama - Sport					
1155	4	Action	Comedy	Crime	Action - Comedy - Crime					
1159	4	Action	Comedy	Crime	Action - Comedy - Crime					
1161	4	Drama	Music	Romance	Drama - Music - Romance					
1162	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1167	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1170	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance					
1176	4	Biography	Drama	Music	Biography - Drama - Music					
1180	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1183	4	Action	Comedy	Crime	Action - Comedy - Crime					
1185	4	Adventure	Comedy	Drama	Adventure - Comedy - Drama					
1187	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1188	4	Horror	Thriller	Mystery	Horror - Thriller - Mystery					
1195	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1197	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1198	4	Action	Crime	Thriller	Action - Crime - Thriller					
1202	4	Drama	Sport	Thriller	Drama - Sport - Thriller					
1208	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1215	4	Drama	Thriller	Sci-Fi	Drama - Thriller - Sci-Fi					
1217	4	Mystery	Sci-Fi	Thriller	Mystery - Sci-Fi - Thriller					
1222	4	Action	Comedy	Crime	Action - Comedy - Crime					
1229	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1235	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1239	4	Comedy	Music	Romance	Comedy - Music - Romance					
1242	4	Adventure	Comedy	Fantasy	Adventure - Comedy - Fantasy					
1243	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1248	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
1249	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1252	4	Crime	Mystery	Thriller	Crime - Mystery - Thriller					
1254	4	Crime	Mystery	Thriller	Crime - Mystery - Thriller					
1255	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1256	4	Adventure	Comedy	Family	Adventure - Comedy - Family					
1260	4	Biography	Drama	Sport	Biography - Drama - Sport					
1261	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1262	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1263	4	Drama	Family	Romance	Drama - Family - Romance					
1265	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1269	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1272	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller					
1273	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1282	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
1283	4	Drama	Romance	Western	Drama - Romance - Western					
1284	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1286	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
1288	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
1290	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance					
1294	4	Biography	Drama	Fantasy	Biography - Drama - Fantasy					
1296	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1299	4	Biography	Drama	Romance	Biography - Drama - Romance					
1307	4	Comedy	Family	Fantasy	Comedy - Family - Fantasy					
1309	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1314	4	Drama	Horror	Sci-Fi	Drama - Horror - Sci-Fi					
1328	4	Action	Comedy	Crime	Action - Comedy - Crime					
1331	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1340	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1350	4	Action	Sci-Fi	Sport	Action - Sci-Fi - Sport					
1351	4	Horror	Sci-Fi	Thriller	Horror - Sci-Fi - Thriller					
1353	4	Drama	Musical	Romance	Drama - Musical - Romance					
1354	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1357	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1358	4	Drama	Romance	Sport	Drama - Romance - Sport					
1361	4	Comedy	Drama	Family	Comedy - Drama - Family					
1362	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance					
1363	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1365	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller					
1366	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller					
1367	4	Biography	Drama	Romance	Biography - Drama - Romance					
1368	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1369	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller					
1371	4	Adventure	Drama	History	Adventure - Drama - History					
1372	4	Action	Drama	Thriller	Action - Drama - Thriller					
1374	4	Drama	Music	Romance	Drama - Music - Romance					
1378	4	Comedy	Crime	Romance	Comedy - Crime - Romance					
1381	4	Crime	Drama	Romance	Crime - Drama - Romance					
1387	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
1388	4	Comedy	Drama	Sport	Comedy - Drama - Sport					
1389	4	Crime	Drama	Romance	Crime - Drama - Romance					
1391	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller					
1392	4	Action	Crime	Thriller	Action - Crime - Thriller					
1393	4	Adventure	Drama	History	Adventure - Drama - History					
1394	4	Drama	Thriller	War	Drama - Thriller - War					
1395	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1396	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1397	4	Biography	Drama	Family	Biography - Drama - Family					
1398	4	Adventure	Comedy	Horror	Adventure - Comedy - Horror					
1400	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1401	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1403	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1406	4	Action	Adventure	Drama	Action - Adventure - Drama					
1408	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1409	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1411	4	Crime	Horror	Thriller	Crime - Horror - Thriller					
1412	4	Crime	Drama	Mystery	Crime - Drama - Mystery					
1416	4	Action	Comedy	Musical	Action - Comedy - Musical					
1418	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1425	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1430	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1431	4	Biography	Comedy	Drama	Biography - Comedy - Drama					
1438	4	Drama	Romance	Sport	Drama - Romance - Sport					
1441	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1442	4	Mystery	Romance	Thriller	Mystery - Romance - Thriller					
1444	4	Action	Comedy	Thriller	Action - Comedy - Thriller					
1448	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1454	4	Adventure	Comedy	Romance	Adventure - Comedy - Romance					
1459	4	Drama	Sci-Fi	Thriller	Drama - Sci-Fi - Thriller					
1461	4	Drama	Mystery	Romance	Drama - Mystery - Romance					
1464	4	Drama	Thriller	Crime	Drama - Thriller - Crime					
1468	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1470	4	Drama	Comedy	Romance	Drama - Comedy - Romance					
1471	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1473	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1481	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1489	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1494	4	Comedy	Family	Romance	Comedy - Family - Romance					
1495	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1496	4	Biography	Crime	Drama	Biography - Crime - Drama					
1497	4	Action	Horror	Sci-Fi	Action - Horror - Sci-Fi					
1500	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller					
1507	4	Adventure	Comedy	Family	Adventure - Comedy - Family					
1508	4	Drama	Romance	Sport	Drama - Romance - Sport					
1517	4	Drama	History	Thriller	Drama - History - Thriller					
1520	4	Drama	Fantasy	Horror	Drama - Fantasy - Horror					
1521	4	Animation	Comedy	Musical	Animation - Comedy - Musical					
1524	4	Action	Drama	War	Action - Drama - War					
1525	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1526	4	Action	Crime	Thriller	Action - Crime - Thriller					
1527	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1528	4	Drama	Fantasy	Sci-Fi	Drama - Fantasy - Sci-Fi					
1530	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1532	4	Comedy	Drama	Sport	Comedy - Drama - Sport					
1536	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1539	4	Comedy	Drama	Music	Comedy - Drama - Music					
1542	4	Action	Comedy	Crime	Action - Comedy - Crime					
1549	4	Comedy	Drama	Mystery	Comedy - Drama - Mystery					
1551	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1555	4	Crime	Thriller	Comedy	Crime - Thriller - Comedy					
1570	4	Action	Drama	War	Action - Drama - War					
1574	4	Drama	History	War	Drama - History - War					
1580	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1584	4	Comedy	Romance	Thriller	Comedy - Romance - Thriller					
1586	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1589	4	Action	Fantasy	Sci-Fi	Action - Fantasy - Sci-Fi					
1601	4	Adventure	Comedy	Drama	Adventure - Comedy - Drama					
1607	4	Biography	Drama	Music	Biography - Drama - Music					
1614	4	Adventure	Family	Fantasy	Adventure - Family - Fantasy					
1616	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1618	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1619	4	Adventure	Horror	Thriller	Adventure - Horror - Thriller					
1622	4	Adventure	Drama	Family	Adventure - Drama - Family					
1623	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1624	4	Action	Horror	Thriller	Action - Horror - Thriller					
1625	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1630	4	Adventure	Sci-Fi	Thriller	Adventure - Sci-Fi - Thriller					
1632	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1633	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1636	4	Crime	Romance	Thriller	Crime - Romance - Thriller					
1637	4	Action	Crime	Thriller	Action - Crime - Thriller					
1646	4	Action	Comedy	Sci-Fi	Action - Comedy - Sci-Fi					
1648	4	Action	Adventure	Thriller	Action - Adventure - Thriller					
1650	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
1651	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1652	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1655	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1659	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1661	4	Drama	Fantasy	Romance	Drama - Fantasy - Romance					
1662	4	Comedy	Drama	Family	Comedy - Drama - Family					
1664	4	Adventure	Comedy	Western	Adventure - Comedy - Western					
1667	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1672	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1674	4	Biography	Crime	Drama	Biography - Crime - Drama					
1680	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1684	4	Action	Comedy	Crime	Action - Comedy - Crime					
1686	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1687	4	Romance	Comedy	Drama	Romance - Comedy - Drama					
1693	4	Biography	Crime	Drama	Biography - Crime - Drama					
1696	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
1697	4	Animation	Comedy	Family	Animation - Comedy - Family					
1702	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1704	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1707	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1709	4	Drama	Crime	Thriller	Drama - Crime - Thriller					
1714	4	Action	Sci-Fi	Thriller	Action - Sci-Fi - Thriller					
1715	4	Drama	Fantasy	Sci-Fi	Drama - Fantasy - Sci-Fi					
1717	4	Action	Comedy	Romance	Action - Comedy - Romance					
1718	4	Action	Drama	War	Action - Drama - War					
1719	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1720	4	Comedy	Family	Sport	Comedy - Family - Sport					
1723	4	Comedy	Family	Fantasy	Comedy - Family - Fantasy					
1727	4	Drama	Horror	Thriller	Drama - Horror - Thriller					
1732	4	Drama	Family	Fantasy	Drama - Family - Fantasy					
1733	4	Drama	History	Western	Drama - History - Western					
1737	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1738	4	Drama	Romance	Western	Drama - Romance - Western					
1741	4	Adventure	Sci-Fi	Thriller	Adventure - Sci-Fi - Thriller					
1745	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1752	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1754	4	Drama	Romance	Comedy	Drama - Romance - Comedy					
1758	4	Biography	Drama	Romance	Biography - Drama - Romance					
1765	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1766	4	Adventure	Family	Fantasy	Adventure - Family - Fantasy					
1767	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy					
1769	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller					
1771	4	Comedy	Crime	Drama	Comedy - Crime - Drama					
1772	4	Animation	Adventure	Fantasy	Animation - Adventure - Fantasy					
1774	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1776	4	Action	Sci-Fi	Thriller	Action - Sci-Fi - Thriller					
1779	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1786	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1790	4	Biography	Drama	Music	Biography - Drama - Music					
1796	4	Drama	Romance	Thriller	Drama - Romance - Thriller					
1797	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1798	4	Comedy	Drama	Sport	Comedy - Drama - Sport					
1799	4	Comedy	Crime	Romance	Comedy - Crime - Romance					
1800	4	Action	Thriller	Drama	Action - Thriller - Drama					
1801	4	Adventure	Comedy	Sport	Adventure - Comedy - Sport					
1803	4	Biography	Drama	History	Biography - Drama - History					
1805	4	Comedy	Crime	Mystery	Comedy - Crime - Mystery					
1807	4	Crime	Drama	Thriller	Crime - Drama - Thriller					
1809	4	Action	Drama	War	Action - Drama - War					
1814	4	Drama	Mystery	Romance	Drama - Mystery - Romance					
1819	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1822	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1823	4	Horror	Action	Sci-Fi	Horror - Action - Sci-Fi					
1825	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1826	4	Action	Crime	Drama	Action - Crime - Drama					
1827	4	Family	Adventure	Romance	Family - Adventure - Romance					
1828	4	Comedy	Musical	Fantasy	Comedy - Musical - Fantasy					
1832	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1834	4	Drama	Mystery	Romance	Drama - Mystery - Romance					
1837	4	Drama	Romance	War	Drama - Romance - War					
1840	4	Biography	Drama	Music	Biography - Drama - Music					
1841	4	Biography	Drama	Music	Biography - Drama - Music					
1842	4	Comedy	Drama	Thriller	Comedy - Drama - Thriller					
1846	4	Biography	Drama	History	Biography - Drama - History					
1848	4	Crime	Drama	Music	Crime - Drama - Music					
1849	4	Comedy	Romance	Drama	Comedy - Romance - Drama					
1850	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1851	4	Comedy	Drama	Music	Comedy - Drama - Music					
1853	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller					
1858	4	Action	Comedy	Crime	Action - Comedy - Crime					
1862	4	Adventure	Drama	Family	Adventure - Drama - Family					
1865	4	Comedy	Drama	Romance	Comedy - Drama - Romance					
1869	4	Action	Horror	Thriller	Action - Horror - Thriller					
